Date,Revenue,NetIncome,Assets,Equity,Cash,EPS,SharesOutstanding,TotalDebt,Ticker
2025-06-30,5110000000.0,743000000.0,17470000000.0,702000000.0,1215000000.0,0.91,813300000.0,7144000000.0,CL
2025-09-30,5131000000.0,735000000.0,17513000000.0,856000000.0,1279000000.0,0.91,810200000.0,7306000000.0,CL
2025-12-31,20382000000.0,2132000000.0,16330000000.0,54000000.0,1288000000.0,2.63,811100000.0,8954000000.0,CL
2021-03-31,27205000000.0,3292000000.0,278511000000.0,94100000000.0,14976000000.0,0.71,4665000000.0,103713000000.0,CMCSA
2021-06-30,28546000000.0,3630000000.0,277004000000.0,96516000000.0,12418000000.0,0.8,4673000000.0,98582000000.0,CMCSA
2021-09-30,30298000000.0,3931000000.0,277061000000.0,97306000000.0,11858000000.0,0.86,4665000000.0,97217000000.0,CMCSA
2021-12-31,116385000000.0,13833000000.0,275905000000.0,97490000000.0,8778000000.0,3.04,4654000000.0,94850000000.0,CMCSA
2022-03-31,31010000000.0,3476000000.0,274074000000.0,95992000000.0,8914000000.0,0.78,4558000000.0,94560000000.0,CMCSA
2022-06-30,30016000000.0,3241000000.0,267032000000.0,92558000000.0,6859000000.0,0.76,4482000000.0,93542000000.0,CMCSA
2022-09-30,29849000000.0,-4665000000.0,254308000000.0,80933000000.0,5729000000.0,-1.05,4377000000.0,92451000000.0,CMCSA
2022-12-31,121427000000.0,4925000000.0,257275000000.0,81627000000.0,4782000000.0,1.21,4430000000.0,94811000000.0,CMCSA
2023-03-31,29691000000.0,3767000000.0,259429000000.0,83033000000.0,5577000000.0,0.91,4227000000.0,95533000000.0,CMCSA
2023-06-30,30513000000.0,4189000000.0,262147000000.0,84679000000.0,7202000000.0,1.02,4183000000.0,97496000000.0,CMCSA
2023-09-30,30115000000.0,3997000000.0,261072000000.0,83163000000.0,6489000000.0,0.98,4141000000.0,97329000000.0,CMCSA
2023-12-31,121572000000.0,15107000000.0,264811000000.0,83226000000.0,6282000000.0,3.71,4148000000.0,97090000000.0,CMCSA
2024-03-31,30058000000.0,3777000000.0,263601000000.0,83049000000.0,6586000000.0,0.97,3992000000.0,96573000000.0,CMCSA
2024-06-30,29688000000.0,3839000000.0,262555000000.0,83704000000.0,6141000000.0,1.0,3920000000.0,98128000000.0,CMCSA
2024-09-30,32070000000.0,3576000000.0,269871000000.0,86318000000.0,8878000000.0,0.94,3880000000.0,101364000000.0,CMCSA
2024-12-31,123731000000.0,15877000000.0,266211000000.0,85560000000.0,7322000000.0,4.14,3908000000.0,99093000000.0,CMCSA
2025-03-31,29887000000.0,3296000000.0,267770000000.0,86638000000.0,8593000000.0,0.89,3784000000.0,99122000000.0,CMCSA
2025-06-30,30313000000.0,11044000000.0,273850000000.0,96851000000.0,9687000000.0,2.98,3727000000.0,101528000000.0,CMCSA
2025-09-30,31198000000.0,3249000000.0,272995000000.0,97081000000.0,9325000000.0,0.9,3689000000.0,99063000000.0,CMCSA
2025-12-31,123707000000.0,19660000000.0,272631000000.0,96903000000.0,9481000000.0,5.39,3709000000.0,98937000000.0,CMCSA
2021-03-31,10559000000.0,982000000.0,83693000000.0,43155000000.0,3163000000.0,0.75,1302691000.0,20027000000.0,COP
2021-06-30,10211000000.0,2091000000.0,85403000000.0,44276000000.0,6956000000.0,1.55,1353201000.0,20010000000.0,COP
2021-09-30,11616000000.0,2379000000.0,87304000000.0,44115000000.0,10187000000.0,1.78,1336379000.0,19668000000.0,COP
2021-12-31,48349000000.0,8079000000.0,90661000000.0,45406000000.0,5398000000.0,6.07,1328151000.0,18966000000.0,COP
2022-03-31,17762000000.0,5759000000.0,93308000000.0,49218000000.0,6739000000.0,4.39,1307404000.0,2468000000.0,COP
2022-06-30,21161000000.0,5145000000.0,93693000000.0,50202000000.0,7226000000.0,3.96,1295844000.0,1960000000.0,COP
2022-09-30,21013000000.0,4527000000.0,94837000000.0,49079000000.0,8316000000.0,3.55,1269321000.0,1946000000.0,COP
2022-12-31,78494000000.0,18620000000.0,93829000000.0,48003000000.0,6694000000.0,14.57,1278163000.0,16272000000.0,COP
2023-03-31,14811000000.0,2909000000.0,91441000000.0,47783000000.0,7219000000.0,2.38,1223355000.0,16583000000.0,COP
2023-06-30,12351000000.0,2224000000.0,89605000000.0,47531000000.0,5974000000.0,1.84,1210342000.0,16444000000.0,COP
2023-09-30,14250000000.0,2789000000.0,93651000000.0,47745000000.0,9076000000.0,2.32,1199746000.0,19063000000.0,COP
2023-12-31,56141000000.0,10922000000.0,95924000000.0,49279000000.0,5899000000.0,9.06,1205675000.0,19487000000.0,COP
2024-03-31,13848000000.0,2542000000.0,95348000000.0,49325000000.0,5845000000.0,2.15,1180320000.0,18417000000.0,COP
2024-06-30,13620000000.0,2322000000.0,95994000000.0,49745000000.0,4574000000.0,1.98,1170299000.0,18352000000.0,COP
2024-09-30,13041000000.0,2052000000.0,96699000000.0,49881000000.0,5522000000.0,1.76,1163227000.0,18304000000.0,COP
2024-12-31,54745000000.0,9218000000.0,122780000000.0,64796000000.0,5607000000.0,7.81,1180871000.0,25120000000.0,COP
2025-03-31,16517000000.0,2840000000.0,124254000000.0,65238000000.0,6309000000.0,2.23,1274879000.0,23784000000.0,COP
2025-06-30,14004000000.0,1964000000.0,122599000000.0,65572000000.0,4901000000.0,1.56,1258998000.0,23529000000.0,COP
2025-09-30,15031000000.0,1720000000.0,122472000000.0,64923000000.0,5260000000.0,1.38,1246854000.0,23482000000.0,COP
2025-12-31,58944000000.0,7961000000.0,121939000000.0,64487000000.0,6497000000.0,6.35,1253446000.0,24367000000.0,COP
2021-02-14,44769000000.0,971000000.0,54918000000.0,16129000000.0,8637000000.0,2.14,444494000.0,7661000000.0,COST
2021-05-09,45277000000.0,1233000000.0,57274000000.0,16974000000.0,10226000000.0,2.75,444127000.0,7630000000.0,COST
2021-08-29,195929000000.0,5079000000.0,59268000000.0,18078000000.0,11258000000.0,11.27,444346000.0,8331000000.0,COST
2021-11-21,50363000000.0,1345000000.0,64149000000.0,19000000000.0,12751000000.0,2.98,444604000.0,7504000000.0,COST
2022-02-13,51904000000.0,1320000000.0,63078000000.0,19976000000.0,11819000000.0,2.92,444916000.0,6694000000.0,COST
2022-05-08,52596000000.0,1372000000.0,63852000000.0,20513000000.0,11193000000.0,3.04,444886000.0,6618000000.0,COST
2022-08-28,226954000000.0,5915000000.0,64166000000.0,20647000000.0,10203000000.0,13.14,444757000.0,6663000000.0,COST
2022-11-20,54437000000.0,1364000000.0,66027000000.0,21476000000.0,10856000000.0,3.07,444531000.0,6574000000.0,COST
2023-02-12,55266000000.0,1466000000.0,66848000000.0,22799000000.0,12970000000.0,3.3,444475000.0,6612000000.0,COST
2023-05-07,53648000000.0,1302000000.0,66752000000.0,23573000000.0,12493000000.0,2.93,444360000.0,6525000000.0,COST
2023-09-03,242290000000.0,6292000000.0,68994000000.0,25058000000.0,13700000000.0,14.16,444452000.0,7565000000.0,COST
2023-11-26,57799000000.0,1589000000.0,73723000000.0,26147000000.0,17011000000.0,3.58,444403000.0,6972000000.0,COST
2024-02-18,58442000000.0,1743000000.0,66323000000.0,20760000000.0,9095000000.0,3.92,444754000.0,6969000000.0,COST
2024-05-12,58515000000.0,1681000000.0,67911000000.0,21771000000.0,10404000000.0,3.78,444828000.0,6933000000.0,COST
2024-09-01,254453000000.0,7367000000.0,69831000000.0,23622000000.0,9906000000.0,16.56,444759000.0,6066000000.0,COST
2024-11-24,62151000000.0,1798000000.0,73386000000.0,24451000000.0,10907000000.0,4.04,444891000.0,5863000000.0,COST
2025-02-16,63723000000.0,1788000000.0,73224000000.0,25577000000.0,12356000000.0,4.02,444886000.0,5872000000.0,COST
2025-05-11,63205000000.0,1903000000.0,75482000000.0,27125000000.0,13836000000.0,4.28,444762000.0,5913000000.0,COST
2025-08-31,275235000000.0,8099000000.0,77099000000.0,29164000000.0,14161000000.0,18.21,443237000.0,5883000000.0,COST
2025-11-23,67307000000.0,2001000000.0,82790000000.0,30303000000.0,16217000000.0,4.5,444515000.0,5751000000.0,COST
2026-02-15,69597000000.0,2035000000.0,83639000000.0,32087000000.0,17383000000.0,4.58,444420000.0,5775000000.0,COST
2021-12-31,29206000000.0,2612000000.0,,21246000000.0,5783000000.0,3.12,786800000.0,,CRH
2022-12-31,32723000000.0,3902000000.0,45319000000.0,22732000000.0,5936000000.0,3.58,764100000.0,81000000.0,CRH
2023-03-31,6427000000.0,-38000000.0,45107000000.0,21837000000.0,4650000000.0,-0.05,742900000.0,11929000000.0,CRH
2023-06-30,9709000000.0,1197000000.0,46142000000.0,22396000000.0,4275000000.0,1.62,738200000.0,11771000000.0,CRH
2023-09-30,10128000000.0,1300000000.0,47631000000.0,21767000000.0,5722000000.0,1.8,722100000.0,96000000.0,CRH
2023-12-31,34949000000.0,3154000000.0,47469000000.0,21288000000.0,6341000000.0,4.33,729200000.0,117000000.0,CRH
2024-03-31,6533000000.0,112000000.0,46333000000.0,20416000000.0,3308000000.0,0.16,693400000.0,15546000000.0,CRH
2024-06-30,9654000000.0,1294000000.0,48105000000.0,21116000000.0,3066000000.0,1.88,688800000.0,16177000000.0,CRH
2024-09-30,10515000000.0,1353000000.0,51221000000.0,21875000000.0,2978000000.0,1.97,685500000.0,228000000.0,CRH
2024-12-31,35572000000.0,3458000000.0,50613000000.0,21607000000.0,3720000000.0,5.02,689500000.0,257000000.0,CRH
2025-03-31,6756000000.0,-101000000.0,51921000000.0,21978000000.0,3352000000.0,-0.15,676700000.0,17036000000.0,CRH
2025-06-30,10206000000.0,1313000000.0,53984000000.0,23241000000.0,2876000000.0,1.94,677700000.0,16877000000.0,CRH
2025-09-30,11069000000.0,1496000000.0,58527000000.0,23309000000.0,4198000000.0,2.21,675500000.0,506000000.0,CRH
2025-12-31,37447000000.0,3730000000.0,58329000000.0,24004000000.0,4096000000.0,5.51,677000000.0,650000000.0,CRH
2021-03-31,4178000000.0,0.81,42549000000.0,24778000000.0,2404000000.0,0.82,749600000.0,5000000.0,CTVA
2021-06-30,5627000000.0,1.31,41496000000.0,25625000000.0,2861000000.0,1.37,743300000.0,4000000.0,CTVA
2021-09-30,2371000000.0,0.04,41122000000.0,24740000000.0,2779000000.0,0.05,739500000.0,4000000.0,CTVA
2021-12-31,15655000000.0,2.39,42344000000.0,25623000000.0,4459000000.0,2.46,726527000.0,21000000.0,CTVA
2022-03-31,4601000000.0,0.78,42633000000.0,25936000000.0,2031000000.0,0.79,730900000.0,4000000.0,CTVA
2022-06-30,6252000000.0,1.34,40906000000.0,26071000000.0,2401000000.0,1.38,726700000.0,3000000.0,CTVA
2022-09-30,2777000000.0,-0.46,40651000000.0,24844000000.0,2199000000.0,-0.45,718700000.0,3000000.0,CTVA
2022-12-31,17455000000.0,1.59,42618000000.0,25541000000.0,3191000000.0,1.67,713419000.0,4000000.0,CTVA
2023-03-31,4884000000.0,0.84,45500000000.0,25839000000.0,1646000000.0,0.85,716200000.0,4000000.0,CTVA
2023-06-30,6045000000.0,1.0,44189000000.0,26461000000.0,2563000000.0,1.23,713700000.0,3000000.0,CTVA
2023-09-30,2590000000.0,-321000000.0,43110000000.0,25226000000.0,2254000000.0,-0.45,708400000.0,2000000.0,CTVA
2023-12-31,17226000000.0,735000000.0,42996000000.0,25279000000.0,2644000000.0,1.31,711900000.0,3000000.0,CTVA
2024-03-31,4492000000.0,419000000.0,43625000000.0,25008000000.0,1505000000.0,0.53,702800000.0,2000000.0,CTVA
2024-06-30,6112000000.0,1053000000.0,41464000000.0,25421000000.0,1839000000.0,1.51,698100000.0,1000000.0,CTVA
2024-09-30,2326000000.0,-524000000.0,41908000000.0,24737000000.0,2421000000.0,-0.76,691100000.0,1000000.0,CTVA
2024-12-31,16908000000.0,907000000.0,40825000000.0,23789000000.0,3106000000.0,1.23,696000000.0,0.0,CTVA
2025-03-31,4417000000.0,652000000.0,42123000000.0,24527000000.0,2008000000.0,0.97,686600000.0,0.0,CTVA
2025-06-30,6456000000.0,1314000000.0,41759000000.0,26151000000.0,2065000000.0,2.02,683100000.0,0.0,CTVA
2025-09-30,2618000000.0,-320000000.0,42198000000.0,25219000000.0,2509000000.0,-0.46,678700000.0,0.0,CTVA
2025-12-31,17401000000.0,1094000000.0,42845000000.0,24144000000.0,4521000000.0,1.75,681400000.0,0.0,CTVA
2021-03-31,32029000000.0,1398000000.0,241645000000.0,132933000000.0,8264000000.0,0.72,1928052179.0,4841000000.0,CVX
2021-06-30,37597000000.0,3094000000.0,242806000000.0,133911000000.0,7527000000.0,1.6,1921958000.0,3497000000.0,CVX
2021-09-30,44710000000.0,6115000000.0,239948000000.0,136722000000.0,5998000000.0,3.19,1921095000.0,291000000.0,CVX
2021-12-31,162465000000.0,15689000000.0,239535000000.0,139940000000.0,6795000000.0,8.14,1920000000.0,27189000000.0,CVX
2022-03-31,54373000000.0,6277000000.0,249048000000.0,147100000000.0,11671000000.0,3.22,1944542000.0,314000000.0,CVX
2022-06-30,68762000000.0,11715000000.0,257936000000.0,154562000000.0,12029000000.0,5.95,1957109000.0,3230000000.0,CVX
2022-09-30,66644000000.0,11238000000.0,259735000000.0,159627000000.0,15164000000.0,5.78,1940002000.0,2221000000.0,CVX
2022-12-31,246252000000.0,35608000000.0,257709000000.0,160242000000.0,19121000000.0,18.28,1940000000.0,19020000000.0,CVX
2023-03-31,50793000000.0,6605000000.0,255886000000.0,160434000000.0,15668000000.0,3.46,1900785000.0,2931000000.0,CVX
2023-06-30,48896000000.0,6008000000.0,251779000000.0,159298000000.0,9292000000.0,3.2,1875508000.0,1269000000.0,CVX
2023-09-30,54080000000.0,6555000000.0,263927000000.0,166248000000.0,7006000000.0,3.48,1877104000.0,440000000.0,CVX
2023-12-31,200949000000.0,21411000000.0,261632000000.0,161929000000.0,9275000000.0,11.36,1880000000.0,16341000000.0,CVX
2024-03-31,48716000000.0,5551000000.0,261651000000.0,161656000000.0,7212000000.0,2.97,1849116000.0,282000000.0,CVX
2024-06-30,51181000000.0,4443000000.0,260644000000.0,160263000000.0,4965000000.0,2.43,1833431000.0,1735000000.0,CVX
2024-09-30,50669000000.0,4496000000.0,259232000000.0,157030000000.0,5764000000.0,2.48,1807030000.0,5144000000.0,CVX
2024-12-31,202792000000.0,17749000000.0,256938000000.0,152318000000.0,8262000000.0,9.72,1817000000.0,14894000000.0,CVX
2025-03-31,47610000000.0,3512000000.0,256397000000.0,150080000000.0,6166000000.0,2.0,1751441000.0,4076000000.0,CVX
2025-06-30,44822000000.0,2515000000.0,250820000000.0,147258000000.0,5375000000.0,1.45,1724397000.0,6191000000.0,CVX
2025-09-30,49726000000.0,3613000000.0,326501000000.0,189843000000.0,8783000000.0,1.82,1946035000.0,3591000000.0,CVX
2025-12-31,189031000000.0,12485000000.0,324012000000.0,186450000000.0,7285000000.0,6.63,1856000000.0,31708000000.0,CVX
2021-03-31,3870000000.0,964000000.0,96703000000.0,27038000000.0,562000000.0,1.19,805900000.0,35887000000.0,D
2021-06-30,3038000000.0,243000000.0,97963000000.0,26884000000.0,304000000.0,0.3,806600000.0,36681000000.0,D
2021-09-30,3176000000.0,573000000.0,99804000000.0,27232000000.0,267000000.0,0.71,810000000.0,37620000000.0,D
2021-12-31,13964000000.0,2579000000.0,99590000000.0,26759000000.0,408000000.0,2.44,808500000.0,37730000000.0,D
2022-03-31,4279000000.0,665000000.0,100852000000.0,27520000000.0,594000000.0,0.32,832000000.0,39209000000.0,D
2022-06-30,3596000000.0,-477000000.0,103678000000.0,28297000000.0,407000000.0,-0.84,818400000.0,40804000000.0,D
2022-09-30,4386000000.0,761000000.0,103535000000.0,28573000000.0,340000000.0,0.68,833200000.0,41051000000.0,D
2022-12-31,17174000000.0,892000000.0,104795000000.0,27433000000.0,341000000.0,0.22,824800000.0,37568000000.0,D
2023-03-31,5252000000.0,982000000.0,105325000000.0,28118000000.0,1956000000.0,0.8,835500000.0,44510000000.0,D
2023-06-30,3794000000.0,566000000.0,106064000000.0,28174000000.0,315000000.0,0.46,836200000.0,43572000000.0,D
2023-09-30,3810000000.0,697000000.0,105943000000.0,27768000000.0,247000000.0,0.81,836800000.0,37204000000.0,D
2023-12-31,14393000000.0,2076000000.0,109080000000.0,27264000000.0,301000000.0,2.4,836500000.0,40266000000.0,D
2024-03-31,3632000000.0,540000000.0,102005000000.0,27120000000.0,336000000.0,0.32,837600000.0,37408000000.0,D
2024-06-30,3486000000.0,463000000.0,100417000000.0,26717000000.0,207000000.0,0.52,838300000.0,38417000000.0,D
2024-09-30,3941000000.0,952000000.0,99820000000.0,27146000000.0,1902000000.0,1.11,839300000.0,38921000000.0,D
2024-12-31,14459000000.0,1849000000.0,102415000000.0,26863000000.0,310000000.0,0.14,839400000.0,39382000000.0,D
2025-03-31,4076000000.0,636000000.0,104555000000.0,30349000000.0,355000000.0,0.77,852200000.0,42019000000.0,D
2025-06-30,3810000000.0,748000000.0,107441000000.0,30872000000.0,344000000.0,0.88,853200000.0,42586000000.0,D
2025-09-30,4527000000.0,995000000.0,111597000000.0,27691000000.0,932000000.0,1.17,855400000.0,46027000000.0,D
2025-12-31,16506000000.0,2968000000.0,115857000000.0,29083000000.0,250000000.0,0.66,855300000.0,46451000000.0,D
2021-01-31,9112000000.0,1224000000.0,75480000000.0,14086000000.0,6962000000.0,3.87,316100000.0,76000000.0,DE
2021-05-02,12058000000.0,1790000000.0,78979000000.0,15096000000.0,7182000000.0,5.68,315200000.0,43257000000.0,DE
2021-08-01,11527000000.0,1667000000.0,80688000000.0,15731000000.0,7519000000.0,5.32,313400000.0,10469000000.0,DE
2021-10-31,44024000000.0,5965000000.0,84114000000.0,18434000000.0,8125000000.0,18.99,314000000.0,84000000.0,DE
2022-01-30,9569000000.0,904000000.0,79614000000.0,17808000000.0,4472000000.0,2.92,309400000.0,11045000000.0,DE
2022-05-01,13370000000.0,2097000000.0,84099000000.0,18907000000.0,3878000000.0,6.81,308100000.0,44860000000.0,DE
2022-07-31,14102000000.0,1885000000.0,86817000000.0,19033000000.0,4359000000.0,6.16,305700000.0,14176000000.0,DE
2022-10-30,52577000000.0,7130000000.0,90030000000.0,20265000000.0,4941000000.0,23.28,306300000.0,72000000.0,DE
2023-01-29,12652000000.0,1957000000.0,91620000000.0,21336000000.0,3976000000.0,6.55,299100000.0,14129000000.0,DE
2023-04-30,17387000000.0,2859000000.0,98347000000.0,22399000000.0,5267000000.0,9.65,296500000.0,17109000000.0,DE
2023-07-30,15801000000.0,2972000000.0,103397000000.0,23048000000.0,6576000000.0,10.2,292100000.0,17143000000.0,DE
2023-10-29,61251000000.0,10155000000.0,104087000000.0,21789000000.0,7458000000.0,34.63,293600000.0,99000000.0,DE
2024-01-28,12185000000.0,1748000000.0,101371000000.0,22079000000.0,5137000000.0,6.23,281100000.0,17117000000.0,DE
2024-04-28,15235000000.0,2368000000.0,105628000000.0,22688000000.0,5553000000.0,8.53,277900000.0,17699000000.0,DE
2024-07-28,13152000000.0,1731000000.0,107841000000.0,23062000000.0,7004000000.0,6.29,275600000.0,15294000000.0,DE
2024-10-27,51716000000.0,7088000000.0,107320000000.0,22843000000.0,7633000000.0,25.62,277100000.0,138000000.0,DE
2025-01-26,8508000000.0,867000000.0,103119000000.0,22479000000.0,6601000000.0,3.19,272300000.0,12811000000.0,DE
2025-04-27,12763000000.0,1801000000.0,106303000000.0,24295000000.0,7991000000.0,6.64,271800000.0,15948000000.0,DE
2025-07-27,12018000000.0,1271000000.0,107817000000.0,25175000000.0,8580000000.0,4.75,271400000.0,14607000000.0,DE
2025-11-02,45684000000.0,4998000000.0,105996000000.0,25950000000.0,8276000000.0,18.5,271700000.0,13908000000.0,DE
2026-02-01,9611000000.0,655000000.0,103436000000.0,26300000000.0,6798000000.0,2.42,270900000.0,14392000000.0,DE
2021-01-02,16249000000.0,18000000.0,201888000000.0,84071000000.0,17112000000.0,0.02,1823000000.0,52878000000.0,DIS
2021-04-03,15613000000.0,1111000000.0,200250000000.0,85540000000.0,15932000000.0,0.5,1829000000.0,50903000000.0,DIS
2021-07-03,17022000000.0,1123000000.0,202221000000.0,86741000000.0,16115000000.0,0.51,1830000000.0,51110000000.0,DIS
2021-10-02,67418000000.0,2507000000.0,203609000000.0,88553000000.0,16003000000.0,1.11,1828000000.0,287000000.0,DIS
2022-01-01,21819000000.0,1152000000.0,203311000000.0,89864000000.0,14488000000.0,0.63,1828000000.0,47349000000.0,DIS
2022-04-02,19249000000.0,597000000.0,202453000000.0,90636000000.0,13318000000.0,0.26,1828000000.0,46624000000.0,DIS
2022-07-02,21504000000.0,1502000000.0,204074000000.0,92500000000.0,13004000000.0,0.77,1825000000.0,46022000000.0,DIS
2022-10-01,82722000000.0,3505000000.0,203631000000.0,95008000000.0,11661000000.0,1.75,1827000000.0,256000000.0,DIS
2022-12-31,23512000000.0,1361000000.0,202124000000.0,96149000000.0,8516000000.0,0.7,1827000000.0,45128000000.0,DIS
2023-04-01,21815000000.0,1488000000.0,204858000000.0,97859000000.0,10453000000.0,0.69,1831000000.0,45066000000.0,DIS
2023-07-01,22330000000.0,-153000000.0,203783000000.0,97610000000.0,11513000000.0,-0.25,1829000000.0,44544000000.0,DIS
2023-09-30,88898000000.0,2354000000.0,205579000000.0,99277000000.0,14182000000.0,1.29,1830000000.0,243000000.0,DIS
2023-12-30,23549000000.0,2151000000.0,197774000000.0,100721000000.0,7247000000.0,1.04,1835000000.0,41603000000.0,DIS
2024-03-30,22083000000.0,216000000.0,195110000000.0,99252000000.0,6726000000.0,-0.01,1834000000.0,39510000000.0,DIS
2024-06-29,23155000000.0,2842000000.0,197772000000.0,100622000000.0,6049000000.0,1.43,1829000000.0,39524000000.0,DIS
2024-09-28,91361000000.0,5773000000.0,196219000000.0,100696000000.0,6102000000.0,2.72,1831000000.0,190000000.0,DIS
2024-12-28,24690000000.0,2644000000.0,197046000000.0,101933000000.0,5582000000.0,1.4,1818000000.0,38688000000.0,DIS
2025-03-29,23621000000.0,3401000000.0,195833000000.0,104339000000.0,5852000000.0,1.81,1814000000.0,36443000000.0,DIS
2025-06-28,23650000000.0,5943000000.0,196612000000.0,109145000000.0,5367000000.0,2.92,1805000000.0,36531000000.0,DIS
2025-09-27,94425000000.0,13431000000.0,197514000000.0,109869000000.0,5695000000.0,6.85,1811000000.0,35336000000.0,DIS
2025-12-27,25981000000.0,2484000000.0,202089000000.0,108476000000.0,5678000000.0,1.34,1793000000.0,35821000000.0,DIS
2021-03-31,1090391000.0,372406000.0,35542491000.0,18345324000.0,230712000.0,1.32,281917.0,12566198000.0,DLR
2021-06-30,1093188000.0,127369000.0,36151220000.0,18164247000.0,128513000.0,0.45,282434000.0,12659043000.0,DLR
2021-09-30,1133136000.0,124094000.0,35847646000.0,17766359000.0,127092000.0,0.44,283800000.0,13012790000.0,DLR
2021-12-31,4427882000.0,1681498000.0,36369560000.0,18476787000.0,151485000.0,5.94,283222000.0,13562240000.0,DLR
2022-03-31,1127322000.0,63100000.0,36680542000.0,18208706000.0,168339000.0,0.22,285025.0,14620442000.0,DLR
2022-06-30,1139322000.0,53246000.0,35956057000.0,17630219000.0,109221000.0,0.19,285110000.0,14517982000.0,DLR
2022-09-30,1192083000.0,226894000.0,39215217000.0,17555021000.0,185944000.0,0.75,296415000.0,15986813000.0,DLR
2022-12-31,4691834000.0,336960000.0,41484998000.0,18107465000.0,150696000.0,1.11,297919000.0,16841311000.0,DLR
2023-03-31,1338723000.0,58545000.0,41953067000.0,17704674000.0,141630000.0,0.2,303065000.0,18120625000.0,DLR
2023-06-30,1366267000.0,108003000.0,42388734000.0,18105158000.0,134647000.0,0.34,306819000.0,13383819000.0,DLR
2023-09-30,1402432000.0,723437000.0,41932517000.0,18676574000.0,1072445000.0,2.31,311341000.0,13072102000.0,DLR
2023-12-31,5477061000.0,908114000.0,44113258000.0,19601507000.0,1625495000.0,2.88,309065000.0,14403278000.0,DLR
2024-03-31,1331143000.0,271327000.0,42633089000.0,19489487000.0,1199088000.0,0.82,320798000.0,13190202000.0,DLR
2024-06-30,1356749000.0,70039000.0,43606883000.0,21007816000.0,2287234000.0,0.2,327946000.0,12507551000.0,DLR
2024-09-30,1431214000.0,41012000.0,45295391000.0,21710975000.0,2182108000.0,0.09,336249000.0,13528061000.0,DLR
2024-12-31,5554968000.0,561766000.0,45283616000.0,21340397000.0,3870891000.0,1.61,331547000.0,13962852000.0,DLR
2025-03-31,1407637000.0,99793000.0,45080562000.0,21718834000.0,2321885000.0,0.27,344721000.0,14744063000.0,DLR
2025-06-30,1493150000.0,1021975000.0,48714995000.0,23355957000.0,3554126000.0,2.94,345734000.0,16641367000.0,DLR
2025-09-30,1577234000.0,57631000.0,48728634000.0,23025030000.0,3299703000.0,0.15,349234000.0,15808565000.0,DLR
2025-12-31,6112692000.0,1267865000.0,49410468000.0,22925663000.0,3451647000.0,3.58,347810000.0,340630000.0,DLR
2021-03-31,6094000000.0,953000000.0,163465000000.0,49658000000.0,692000000.0,1.22,769000000.0,4414000000.0,DUK
2021-06-30,5667000000.0,751000000.0,165385000000.0,49545000000.0,565000000.0,0.9,769000000.0,7646000000.0,DUK
2021-09-30,6894000000.0,1366000000.0,167007000000.0,51240000000.0,743000000.0,1.69,769000000.0,8048000000.0,DUK
2021-12-31,24703000000.0,3802000000.0,169587000000.0,51136000000.0,520000000.0,4.68,769000000.0,8258000000.0,DUK
2022-03-31,7042000000.0,818000000.0,171220000000.0,51252000000.0,1020000000.0,1.06,770000000.0,5312000000.0,DUK
2022-06-30,6606000000.0,893000000.0,172383000000.0,51584000000.0,639000000.0,1.11,770000000.0,7909000000.0,DUK
2022-09-30,7942000000.0,1383000000.0,176340000000.0,52169000000.0,629000000.0,1.78,770000000.0,11292000000.0,DUK
2022-12-31,28675000000.0,2444000000.0,178086000000.0,51853000000.0,603000000.0,4.74,770000000.0,9339000000.0,DUK
2023-03-31,7101000000.0,765000000.0,178833000000.0,51951000000.0,624000000.0,1.2,770000000.0,72838000000.0,DUK
2023-06-30,6473000000.0,-234000000.0,180076000000.0,51071000000.0,567000000.0,0.91,771000000.0,10430000000.0,DUK
2023-09-30,7977000000.0,1213000000.0,181160000000.0,51826000000.0,574000000.0,1.83,771000000.0,11679000000.0,DUK
2023-12-31,28674000000.0,2735000000.0,176893000000.0,50187000000.0,357000000.0,5.35,771000000.0,9940000000.0,DUK
2024-03-31,7532000000.0,1099000000.0,178670000000.0,50638000000.0,518000000.0,1.44,771000000.0,7630000000.0,DUK
2024-06-30,7151000000.0,886000000.0,181575000000.0,50806000000.0,483000000.0,1.14,772000000.0,10035000000.0,DUK
2024-09-30,8127000000.0,1226000000.0,183566000000.0,50249000000.0,447000000.0,1.57,773000000.0,11687000000.0,DUK
2024-12-31,30050000000.0,4402000000.0,186343000000.0,50127000000.0,314000000.0,5.7,772000000.0,7786000000.0,DUK
2025-03-31,8218000000.0,1365000000.0,187476000000.0,51794000000.0,475000000.0,1.76,777000000.0,5768000000.0,DUK
2025-06-30,7373000000.0,971000000.0,189713000000.0,52030000000.0,344000000.0,1.25,777000000.0,7323000000.0,DUK
2025-09-30,8377000000.0,1407000000.0,192293000000.0,51462000000.0,688000000.0,1.81,778000000.0,9679000000.0,DUK
2025-12-31,31741000000.0,4912000000.0,195736000000.0,51842000000.0,245000000.0,6.31,777000000.0,7060000000.0,DUK
2021-03-31,2885000000.0,193600000.0,18208100000.0,6320100000.0,1189500000.0,0.67,288800000.0,6688800000.0,ECL
2021-06-30,3162700000.0,310800000.0,18533700000.0,6736300000.0,1402400000.0,1.08,288800000.0,6711500000.0,ECL
2021-09-30,3320800000.0,324500000.0,17926200000.0,6961800000.0,897900000.0,1.12,289200000.0,5934500000.0,ECL
