Date,Revenue,NetIncome,Assets,Equity,Cash,EPS,SharesOutstanding,TotalDebt,Ticker
2025-06-30,2700000000.0,461000000.0,99907000000.0,38296000000.0,155000000.0,0.71,653224000.0,2684000000.0,SRE
2025-09-30,2756000000.0,77000000.0,106919000000.0,31152000000.0,5000000.0,0.12,654009000.0,3180000000.0,SRE
2025-12-31,13702000000.0,1796000000.0,110878000000.0,31594000000.0,29000000.0,2.75,653826000.0,12031000000.0,SRE
2021-03-31,43939000000.0,7500000000.0,546985000000.0,183079000000.0,11342000000.0,0.99,7482000000.0,2107000000.0,T
2021-06-30,35740000000.0,1514000000.0,544710000000.0,179846000000.0,11976000000.0,0.77,7484000000.0,1928000000.0,T
2021-09-30,39922000000.0,5868000000.0,547107000000.0,181303000000.0,18485000000.0,0.64,7506000000.0,1912000000.0,T
2021-12-31,168864000000.0,19874000000.0,551622000000.0,183855000000.0,19223000000.0,3.07,7503000000.0,177869000000.0,T
2022-03-31,38105000000.0,4762000000.0,577195000000.0,186556000000.0,17084000000.0,0.66,7556000000.0,1805000000.0,T
2022-06-30,29643000000.0,4105000000.0,426433000000.0,135307000000.0,4018000000.0,0.6,7611000000.0,1814000000.0,T
2022-09-30,30043000000.0,5977000000.0,426463000000.0,139978000000.0,2423000000.0,0.82,7647000000.0,1786000000.0,T
2022-12-31,120741000000.0,-8727000000.0,402853000000.0,106457000000.0,3701000000.0,-1.1,7587000000.0,143454000000.0,T
2023-03-31,30139000000.0,4176000000.0,400873000000.0,108346000000.0,2821000000.0,0.57,7474000000.0,2176000000.0,T
2023-06-30,29917000000.0,4437000000.0,408453000000.0,116075000000.0,9528000000.0,0.61,7180000000.0,2253000000.0,T
2023-09-30,30350000000.0,3444000000.0,406698000000.0,117855000000.0,7540000000.0,0.48,7185000000.0,2019000000.0,T
2023-12-31,122428000000.0,14192000000.0,407060000000.0,117442000000.0,6722000000.0,1.97,7258000000.0,143530000000.0,T
2024-03-31,30028000000.0,3395000000.0,399428000000.0,118620000000.0,3520000000.0,0.47,7193000000.0,132764000000.0,T
2024-06-30,29797000000.0,3546000000.0,398026000000.0,119347000000.0,3093000000.0,0.49,7198000000.0,130604000000.0,T
2024-09-30,30213000000.0,-226000000.0,393719000000.0,116282000000.0,2586000000.0,-0.03,7208000000.0,129012000000.0,T
2024-12-31,122336000000.0,10746000000.0,394795000000.0,118245000000.0,3298000000.0,1.49,7204000000.0,132014000000.0,T
2025-03-31,30626000000.0,4395000000.0,397467000000.0,119858000000.0,6885000000.0,0.61,7223000000.0,126161000000.0,T
2025-06-30,30847000000.0,4464000000.0,405491000000.0,121394000000.0,10499000000.0,0.62,7219000000.0,132311000000.0,T
2025-09-30,30709000000.0,9278000000.0,423213000000.0,126755000000.0,20272000000.0,1.29,7169000000.0,139468000000.0,T
2025-12-31,125648000000.0,21889000000.0,420198000000.0,126491000000.0,18234000000.0,3.04,7179000000.0,144501000000.0,T
2021-01-30,32136962000.0,90470000.0,30814000000.0,5833000000.0,10470000000.0,0.07,1215000000.0,6868070000.0,TJX
2021-05-01,10086661000.0,533930000.0,30301434000.0,6139214000.0,8775485000.0,0.44,1221517000.0,5334864000.0,TJX
2021-07-31,12077063000.0,785681000.0,28783446000.0,6406384000.0,7106016000.0,0.64,1220615000.0,3352892000.0,TJX
2021-10-30,12531890000.0,1023000000.0,30070986000.0,6444774000.0,6791596000.0,0.84,1215690000.0,3353866000.0,TJX
2022-01-29,48549982000.0,3282815000.0,28461000000.0,6003000000.0,6227000000.0,2.7,1216000000.0,3374000000.0,TJX
2022-04-30,11406474000.0,587473000.0,27710000000.0,5595000000.0,4295000000.0,0.49,1189000000.0,3356000000.0,TJX
2022-07-30,11843008000.0,809340000.0,27091000000.0,5397000000.0,3531000000.0,0.69,1178000000.0,2857000000.0,TJX
2022-10-29,12166286000.0,1062806000.0,28428000000.0,5665000000.0,3365000000.0,0.91,1172000000.0,2858000000.0,TJX
2023-01-28,49936000000.0,3498000000.0,28349000000.0,6364000000.0,5477000000.0,2.97,1178000000.0,3875000000.0,TJX
2023-04-29,11783000000.0,891000000.0,28681000000.0,6422000000.0,5025000000.0,0.76,1165000000.0,2860000000.0,TJX
2023-07-29,12758000000.0,989000000.0,28922000000.0,6608000000.0,4550000000.0,0.85,1161000000.0,2861000000.0,TJX
2023-10-28,13265000000.0,1191000000.0,30351000000.0,6833000000.0,4290000000.0,1.03,1158000000.0,2861000000.0,TJX
2024-02-03,54217000000.0,4474000000.0,29747000000.0,7302000000.0,5600000000.0,3.86,1159000000.0,2876000000.0,TJX
2024-05-04,12479000000.0,1070000000.0,29679000000.0,7502000000.0,5059000000.0,0.93,1146000000.0,2863000000.0,TJX
2024-08-03,13468000000.0,1099000000.0,30555000000.0,7782000000.0,5250000000.0,0.96,1144000000.0,2864000000.0,TJX
2024-11-02,14063000000.0,1297000000.0,32436000000.0,8173000000.0,4718000000.0,1.14,1141000000.0,2865000000.0,TJX
2025-02-01,56360000000.0,4864000000.0,31749000000.0,8393000000.0,5335000000.0,4.26,1119333622.0,2866000000.0,TJX
2025-05-03,13111000000.0,1036000000.0,31858000000.0,8503000000.0,4255000000.0,0.92,1132000000.0,2867000000.0,TJX
2025-08-02,14401000000.0,1243000000.0,32885000000.0,8866000000.0,4639000000.0,1.1,1128000000.0,2867000000.0,TJX
2025-11-01,15117000000.0,1442000000.0,35188000000.0,9359000000.0,4640000000.0,1.28,1126000000.0,1870000000.0,TJX
2021-04-03,9906000000.0,2337000000.0,65931000000.0,35068000000.0,5603000000.0,5.88,397000000.0,18847000000.0,TMO
2021-07-03,9273000000.0,1828000000.0,67698000000.0,36901000000.0,7035000000.0,4.61,396000000.0,18974000000.0,TMO
2021-10-02,9330000000.0,1902000000.0,73600000000.0,38757000000.0,12048000000.0,4.79,397000000.0,21852000000.0,TMO
2021-12-31,39211000000.0,7725000000.0,95123000000.0,40855000000.0,4491000000.0,19.46,397000000.0,37508000000.0,TMO
2022-04-02,11818000000.0,2215000000.0,92747000000.0,41018000000.0,2779000000.0,5.61,395000000.0,35211000000.0,TMO
2022-07-02,10970000000.0,1664000000.0,90579000000.0,42354000000.0,1905000000.0,4.22,394000000.0,31338000000.0,TMO
2022-10-01,10677000000.0,1495000000.0,90536000000.0,43608000000.0,2934000000.0,3.79,395000000.0,30204000000.0,TMO
2022-12-31,44915000000.0,6950000000.0,97154000000.0,44032000000.0,8537000000.0,17.63,394000000.0,40140000000.0,TMO
2023-04-01,10710000000.0,1289000000.0,94658000000.0,42310000000.0,3500000000.0,3.32,388000000.0,41449000000.0,TMO
2023-07-01,10687000000.0,1361000000.0,94105000000.0,43802000000.0,3153000000.0,3.51,388000000.0,38887000000.0,TMO
2023-09-30,10574000000.0,1715000000.0,97057000000.0,45346000000.0,6168000000.0,4.42,388000000.0,40162000000.0,TMO
2023-12-31,42857000000.0,5995000000.0,98726000000.0,46724000000.0,8097000000.0,15.45,388000000.0,38637000000.0,TMO
2024-03-30,10345000000.0,1328000000.0,97095000000.0,45504000000.0,5519000000.0,3.46,384000000.0,40138000000.0,TMO
2024-06-29,10541000000.0,1548000000.0,98496000000.0,47419000000.0,7097000000.0,4.04,383000000.0,40602000000.0,TMO
2024-09-28,10598000000.0,1630000000.0,100364000000.0,48972000000.0,4670000000.0,4.25,384000000.0,39506000000.0,TMO
2024-12-31,42879000000.0,6335000000.0,97321000000.0,49584000000.0,4009000000.0,16.53,383000000.0,33546000000.0,TMO
2025-03-29,10364000000.0,1507000000.0,99041000000.0,49357000000.0,4134000000.0,3.98,379000000.0,37080000000.0,TMO
2025-06-28,10855000000.0,1618000000.0,101230000000.0,50476000000.0,4576000000.0,4.28,378000000.0,37517000000.0,TMO
2025-09-27,11122000000.0,1621000000.0,103020000000.0,51018000000.0,1982000000.0,4.27,378000000.0,39568000000.0,TMO
2025-12-31,44556000000.0,6721000000.0,110343000000.0,53407000000.0,9852000000.0,17.74,378000000.0,42992000000.0,TMO
2021-03-31,19759000000.0,933000000.0,203332000000.0,66377000000.0,6759000000.0,0.74,1252783564.0,2329000000.0,TMUS
2021-06-30,19950000000.0,978000000.0,204124000000.0,67470000000.0,7878000000.0,0.78,1253718122.0,2421000000.0,TMUS
2021-09-30,19624000000.0,691000000.0,202125000000.0,68427000000.0,4143000000.0,0.55,1253661245.0,3895000000.0,TMUS
2021-12-31,80118000000.0,3024000000.0,206563000000.0,69102000000.0,6703000000.0,2.41,1254769926.0,2575000000.0,TMUS
2022-03-31,20120000000.0,713000000.0,210653000000.0,69976000000.0,3320000000.0,0.57,1255368592.0,3689000000.0,TMUS
2022-06-30,19701000000.0,-108000000.0,209463000000.0,70034000000.0,3226000000.0,-0.09,1253932986.0,4037000000.0,TMUS
2022-09-30,19477000000.0,508000000.0,213499000000.0,70150000000.0,6989000000.0,0.4,1259210271.0,4068000000.0,TMUS
2022-12-31,79571000000.0,2590000000.0,211338000000.0,69656000000.0,4674000000.0,2.06,1255376769.0,2531000000.0,TMUS
2023-03-31,19632000000.0,1940000000.0,210173000000.0,66925000000.0,4724000000.0,1.58,1224604698.0,2464000000.0,TMUS
2023-06-30,19196000000.0,2221000000.0,210602000000.0,65750000000.0,6808000000.0,1.86,1195533499.0,2474000000.0,TMUS
2023-09-30,19252000000.0,2142000000.0,208579000000.0,64698000000.0,5199000000.0,1.82,1174390472.0,2559000000.0,TMUS
2023-12-31,78558000000.0,8317000000.0,207682000000.0,64715000000.0,5307000000.0,6.93,1200286264.0,2496000000.0,TMUS
2024-03-31,19594000000.0,2374000000.0,206268000000.0,62074000000.0,6938000000.0,2.0,1189092019.0,2428000000.0,TMUS
2024-06-30,19772000000.0,2925000000.0,208557000000.0,62636000000.0,6647000000.0,2.49,1172447353.0,2385000000.0,TMUS
2024-09-30,20162000000.0,3059000000.0,210742000000.0,64250000000.0,9986000000.0,2.61,1170649561.0,2437000000.0,TMUS
2024-12-31,81400000000.0,11339000000.0,208035000000.0,61741000000.0,5409000000.0,9.66,1173213898.0,2326000000.0,TMUS
2025-03-31,20886000000.0,2953000000.0,214633000000.0,61105000000.0,12344000000.0,2.58,1144655297.0,8985000000.0,TMUS
2025-06-30,21132000000.0,3222000000.0,212643000000.0,61107000000.0,10585000000.0,2.84,1134846966.0,9006000000.0,TMUS
2025-09-30,21957000000.0,2714000000.0,217180000000.0,60477000000.0,3310000000.0,2.41,1126627708.0,11184000000.0,TMUS
2025-12-31,88309000000.0,10992000000.0,219237000000.0,59203000000.0,5598000000.0,9.72,1131076251.0,14990000000.0,TMUS
2021-03-31,10389000000.0,464000000.0,52972000000.0,23864000000.0,17141000000.0,0.39,1133000000.0,9919000000.0,TSLA
2021-06-30,11958000000.0,1178000000.0,55146000000.0,25645000000.0,16229000000.0,1.02,1119000000.0,8477000000.0,TSLA
2021-09-30,13757000000.0,1618000000.0,57834000000.0,27889000000.0,16065000000.0,0.48,3369000000.0,7211000000.0,TSLA
2021-12-30,,,,,,,1033000000.0,,TSLA
2021-12-31,53823000000.0,5524000000.0,62131000000.0,31015000000.0,17576000000.0,1.63,3386000000.0,5881000000.0,TSLA
2022-03-31,18756000000.0,3313000000.0,66038000000.0,34947000000.0,17505000000.0,0.95,3472000000.0,3942000000.0,TSLA
2022-06-30,16934000000.0,2256000000.0,68513000000.0,37237000000.0,18324000000.0,0.65,3464000000.0,3655000000.0,TSLA
2022-09-30,21454000000.0,3292000000.0,74426000000.0,40703000000.0,19532000000.0,0.95,3468000000.0,2892000000.0,TSLA
2022-12-31,81462000000.0,12583000000.0,82338000000.0,45489000000.0,16253000000.0,3.62,3475000000.0,2547000000.0,TSLA
2023-03-31,23329000000.0,2518000000.0,86833000000.0,48828000000.0,16048000000.0,0.73,3468000000.0,2235000000.0,TSLA
2023-06-30,24927000000.0,2703000000.0,90591000000.0,51894000000.0,15296000000.0,0.78,3478000000.0,1978000000.0,TSLA
2023-09-30,23350000000.0,1851000000.0,93941000000.0,54218000000.0,15932000000.0,0.53,3493000000.0,4141000000.0,TSLA
2023-12-31,96773000000.0,14999000000.0,106618000000.0,63367000000.0,16398000000.0,4.3,3485000000.0,5081000000.0,TSLA
2024-03-31,21301000000.0,1171000000.0,109226000000.0,65604000000.0,11805000000.0,0.41,3484000000.0,5226000000.0,TSLA
2024-06-30,25500000000.0,1478000000.0,112832000000.0,67610000000.0,14635000000.0,0.4,3481000000.0,7627000000.0,TSLA
2024-09-30,25182000000.0,2167000000.0,119852000000.0,71065000000.0,18111000000.0,0.62,3497000000.0,7591000000.0,TSLA
2024-12-31,97690000000.0,7130000000.0,122070000000.0,72913000000.0,16139000000.0,2.04,3498000000.0,8020000000.0,TSLA
2025-03-31,19335000000.0,409000000.0,125111000000.0,75356000000.0,16352000000.0,0.12,3521000000.0,7341000000.0,TSLA
2025-06-30,22496000000.0,1172000000.0,128567000000.0,78011000000.0,15587000000.0,0.33,3519000000.0,7057000000.0,TSLA
2025-09-30,28095000000.0,1373000000.0,133735000000.0,79970000000.0,18289000000.0,0.39,3526000000.0,7557000000.0,TSLA
2025-12-31,94827000000.0,3794000000.0,137806000000.0,82137000000.0,16513000000.0,1.08,3528000000.0,8248000000.0,TSLA
2021-06-30,26318700000.0,9929900000.0,110809300000.0,71015200000.0,745313200000.0,0.38,25930300000.0,113600000.0,TSM
2021-12-31,57224800000.0,21372800000.0,134293500000.0,77566000000.0,1058808100000.0,0.82,25930300000.0,23105300000.0,TSM
2022-12-31,73670400000.0,32323300000.0,161550900000.0,94950600000.0,1329291400000.0,1.25,25929200000.0,32996100000.0,TSM
2023-12-31,70598800000.0,27793200000.0,180672700000.0,112797800000.0,1453101600000.0,1.07,25929200000.0,31795900000.0,TSM
2024-12-31,88268000000.0,35301100000.0,204079400000.0,130505400000.0,2120674800000.0,1.36,25927600000.0,2796000000.0,TSM
2021-03-31,43737000000.0,3412000000.0,269158000000.0,111685000000.0,,1.24,2751612903.225806,73012000000.0,TTE
2021-06-30,47049000000.0,2299000000.0,272707000000.0,110576000000.0,,0.8,2873750000.0,69314000000.0,TTE
2021-12-31,205863000000.0,16366000000.0,293458000000.0,114999000000.0,13544000000.0,5.95,2640429329.0,64547000000.0,TTE
2022-03-31,68606000000.0,5051000000.0,324579000000.0,119855000000.0,,1.87,2701069518.7165775,64798000000.0,TTE
2022-06-30,74774000000.0,5804000000.0,333406000000.0,119997000000.0,,2.18,2662385321.1009173,62871000000.0,TTE
2022-12-31,280999000000.0,21044000000.0,303864000000.0,114570000000.0,14873000000.0,7.91,2619131285.0,60766000000.0,TTE
2023-03-31,62603000000.0,5631000000.0,293032000000.0,118444000000.0,,2.23,2525112107.623318,60799000000.0,TTE
2023-06-30,56271000000.0,4152000000.0,281019000000.0,116452000000.0,,1.65,2516363636.3636365,55969000000.0,TTE
2023-12-31,237128000000.0,21510000000.0,283654000000.0,119453000000.0,16956000000.0,8.72,2412251835.0,50068000000.0,TTE
2024-03-31,56278000000.0,5804000000.0,283133000000.0,121143000000.0,,2.42,2398347107.4380164,56026000000.0,TTE
2024-06-30,53743000000.0,3847000000.0,279488000000.0,120027000000.0,,1.61,2389440993.78882,53797000000.0,TTE
2024-12-31,214550000000.0,16031000000.0,285487000000.0,120255000000.0,17475000000.0,6.74,2397679661.0,53557000000.0,TTE
2025-03-31,52254000000.0,3921000000.0,291057000000.0,120421000000.0,,1.69,2320118343.1952662,58992000000.0,TTE
2025-06-30,49627000000.0,2746000000.0,292817000000.0,119002000000.0,,1.18,2327118644.0677967,62221000000.0,TTE
2021-03-31,70196000000.0,4978000000.0,205171000000.0,69313000000.0,19955000000.0,5.08,957000000.0,54311000000.0,UNH
2021-06-30,71321000000.0,4372000000.0,210292000000.0,72022000000.0,19832000000.0,4.46,956000000.0,48216000000.0,UNH
2021-09-30,72337000000.0,4191000000.0,213045000000.0,73259000000.0,21085000000.0,4.28,955000000.0,46965000000.0,UNH
2021-12-31,287597000000.0,17732000000.0,212206000000.0,75045000000.0,21375000000.0,18.08,956000000.0,46003000000.0,UNH
2022-03-31,80149000000.0,5148000000.0,221238000000.0,76128000000.0,25482000000.0,5.27,954000000.0,47493000000.0,UNH
2022-05-31,,,,,,,,6000000000.0,UNH
2022-06-30,80332000000.0,5199000000.0,230172000000.0,76205000000.0,24612000000.0,5.34,950000000.0,51391000000.0,UNH
2022-09-30,80894000000.0,5384000000.0,243064000000.0,78064000000.0,38845000000.0,5.55,948000000.0,48667000000.0,UNH
2022-12-31,324162000000.0,20639000000.0,245705000000.0,81450000000.0,23365000000.0,21.18,950000000.0,57623000000.0,UNH
2023-03-31,91931000000.0,5774000000.0,283679000000.0,85821000000.0,41913000000.0,5.95,943000000.0,16431000000.0,UNH
2023-06-30,92903000000.0,5657000000.0,280164000000.0,87368000000.0,41813000000.0,5.82,940000000.0,65589000000.0,UNH
2023-09-30,92361000000.0,6038000000.0,282063000000.0,89564000000.0,38915000000.0,6.24,936000000.0,63369000000.0,UNH
2023-12-31,371622000000.0,23144000000.0,273720000000.0,94421000000.0,25427000000.0,23.86,938000000.0,62537000000.0,UNH
2024-03-31,99796000000.0,-1221000000.0,284210000000.0,92370000000.0,28414000000.0,-1.53,922000000.0,15787000000.0,UNH
2024-06-30,98855000000.0,4421000000.0,286056000000.0,94676000000.0,26286000000.0,4.54,928000000.0,75098000000.0,UNH
2024-07-31,,,,,,,,12000000000.0,UNH
2024-09-30,100820000000.0,6258000000.0,299309000000.0,99881000000.0,32400000000.0,6.51,930000000.0,78010000000.0,UNH
2024-12-31,400278000000.0,15242000000.0,298278000000.0,98268000000.0,25312000000.0,15.51,929000000.0,76904000000.0,UNH
2025-03-31,109575000000.0,6474000000.0,309790000000.0,100811000000.0,30717000000.0,6.85,918000000.0,81271000000.0,UNH
2025-06-30,111616000000.0,3572000000.0,308573000000.0,100469000000.0,28596000000.0,3.74,910000000.0,8698000000.0,UNH
2025-09-30,113161000000.0,2543000000.0,315269000000.0,101569000000.0,27210000000.0,2.59,908000000.0,80136000000.0,UNH
2025-12-31,447567000000.0,12807000000.0,309581000000.0,100090000000.0,24365000000.0,13.23,911000000.0,78389000000.0,UNH
2021-03-31,5001000000.0,1341000000.0,61793000000.0,16254000000.0,1183000000.0,2.0,669200000.0,26682000000.0,UNP
2021-06-30,5504000000.0,1798000000.0,62073000000.0,14303000000.0,1115000000.0,2.72,660100000.0,28812000000.0,UNP
2021-09-30,5566000000.0,1673000000.0,62360000000.0,13917000000.0,1194000000.0,2.57,650300000.0,29395000000.0,UNP
2021-12-31,21804000000.0,6523000000.0,63525000000.0,14161000000.0,983000000.0,9.95,655400000.0,29729000000.0,UNP
2022-03-31,5860000000.0,1630000000.0,64051000000.0,11897000000.0,909000000.0,2.57,633600000.0,32239000000.0,UNP
2022-06-30,6269000000.0,1835000000.0,64440000000.0,12710000000.0,788000000.0,2.93,626800000.0,32007000000.0,UNP
2022-09-30,6566000000.0,1895000000.0,65343000000.0,11743000000.0,1267000000.0,3.05,621500000.0,33422000000.0,UNP
2022-12-31,24875000000.0,6998000000.0,65449000000.0,12163000000.0,987000000.0,11.21,624000000.0,33326000000.0,UNP
2023-03-31,6056000000.0,1630000000.0,65968000000.0,12454000000.0,1079000000.0,2.67,611500000.0,33784000000.0,UNP
2023-06-30,5963000000.0,1569000000.0,66033000000.0,13194000000.0,830000000.0,2.57,609500000.0,33302000000.0,UNP
2023-09-30,5941000000.0,1528000000.0,66540000000.0,14004000000.0,750000000.0,2.51,609800000.0,32877000000.0,UNP
2023-12-31,24119000000.0,6379000000.0,67132000000.0,14788000000.0,1055000000.0,10.45,610200000.0,158000000.0,UNP
2024-03-31,6031000000.0,1641000000.0,67266000000.0,15665000000.0,925000000.0,2.69,610200000.0,31928000000.0,UNP
2024-06-30,6007000000.0,1673000000.0,67817000000.0,16489000000.0,1137000000.0,2.74,610300000.0,31892000000.0,UNP
2024-09-30,6091000000.0,1671000000.0,67570000000.0,16584000000.0,947000000.0,2.75,608600000.0,31413000000.0,UNP
2024-12-31,24250000000.0,6747000000.0,67715000000.0,16890000000.0,1016000000.0,11.09,608600000.0,109000000.0,UNP
2025-03-31,6027000000.0,1626000000.0,68492000000.0,16039000000.0,1411000000.0,2.7,601900000.0,32842000000.0,UNP
2025-06-30,6154000000.0,1876000000.0,68576000000.0,16258000000.0,1060000000.0,3.15,594800000.0,32813000000.0,UNP
2025-09-30,6244000000.0,1788000000.0,68647000000.0,17304000000.0,808000000.0,3.01,593200000.0,31807000000.0,UNP
2025-12-31,24510000000.0,7138000000.0,69698000000.0,18467000000.0,1266000000.0,11.98,595900000.0,33531000000.0,UNP
2021-01-22,,,,,,,1952312724.0,,V
2021-03-31,5729000000.0,3026000000.0,80195000000.0,37696000000.0,19558000000.0,1.38,39112000000.0,20974000000.0,V
2021-04-23,,,,,,,1947961540.0,,V
2021-06-30,6130000000.0,2575000000.0,82671000000.0,37790000000.0,21274000000.0,1.18,38771000000.0,20996000000.0,V
2021-07-23,,,,,,,1943345142.0,,V
2021-09-30,24105000000.0,12311000000.0,82896000000.0,37589000000.0,19799000000.0,5.63,45154000000.0,20978000000.0,V
2021-11-10,,,,,,,1925344039.0,,V
2021-12-31,7059000000.0,3959000000.0,81929000000.0,36194000000.0,18323000000.0,1.83,21174000000.0,20920000000.0,V
2022-01-19,,,,,,,1914219014.0,,V
2022-03-31,7189000000.0,3647000000.0,81808000000.0,35989000000.0,16516000000.0,1.7,38063000000.0,17479000000.0,V
2022-04-20,,,,,,,1901278068.0,,V
2022-06-30,7275000000.0,3411000000.0,85410000000.0,35483000000.0,18996000000.0,1.6,38140000000.0,20546000000.0,V
2022-07-20,,,,,,,1890414573.0,,V
2022-09-30,29310000000.0,14957000000.0,85501000000.0,35581000000.0,20377000000.0,7.0,44682000000.0,22450000000.0,V
2022-11-09,,,,,,,1883494671.0,,V
2022-12-31,7936000000.0,4179000000.0,85387000000.0,36924000000.0,18383000000.0,1.99,20726000000.0,20487000000.0,V
2023-01-18,,,,,,,1880212468.0,,V
2023-03-31,7985000000.0,4257000000.0,86755000000.0,38565000000.0,19128000000.0,2.03,37596000000.0,20606000000.0,V
2023-04-19,,,,,,,1873316989.0,,V
2023-06-30,8123000000.0,4156000000.0,89234000000.0,38981000000.0,21039000000.0,2.0,37440000000.0,20560000000.0,V
2023-07-19,,,,,,,1861840586.0,,V
2023-09-30,32653000000.0,17273000000.0,90499000000.0,38733000000.0,21990000000.0,8.28,43513000000.0,20463000000.0,V
2023-11-08,,,,,,,1835646353.0,,V
2023-12-31,8634000000.0,4890000000.0,91409000000.0,39733000000.0,19636000000.0,2.39,20220000000.0,20703000000.0,V
2024-01-17,,,,,,,1836509702.0,,V
2024-03-31,8775000000.0,4663000000.0,92399000000.0,40485000000.0,18948000000.0,2.29,36688000000.0,20603000000.0,V
2024-04-17,,,,,,,1828938533.0,,V
2024-06-30,8900000000.0,4872000000.0,91040000000.0,39729000000.0,19276000000.0,2.4,36228000000.0,20602000000.0,V
2024-07-17,,,,,,,1822306223.0,,V
2024-09-30,35926000000.0,19743000000.0,94511000000.0,39137000000.0,19763000000.0,9.73,34609000000.0,20836000000.0,V
2024-11-06,,,,,,,1862875127.0,,V
2024-12-31,9510000000.0,5119000000.0,91888000000.0,38296000000.0,19966000000.0,2.58,19656000000.0,16680000000.0,V
2025-01-22,,,,,,,1857777319.0,,V
2025-03-31,9594000000.0,4577000000.0,92853000000.0,38030000000.0,11734000000.0,2.32,19568000000.0,16814000000.0,V
2025-04-23,,,,,,,1845160048.0,,V
2025-06-30,10172000000.0,5272000000.0,100024000000.0,38664000000.0,17092000000.0,2.69,19466000000.0,19590000000.0,V
2025-07-22,,,,,,,1832793560.0,,V
2025-09-30,40000000000.0,20058000000.0,99627000000.0,37909000000.0,17164000000.0,10.2,14946000000.0,25189000000.0,V
2025-10-30,,,,,,,1821742809.0,,V
2025-12-31,10901000000.0,5853000000.0,96814000000.0,38777000000.0,14756000000.0,3.03,11401000000.0,19588000000.0,V
2026-01-22,,,,,,,1815172471.0,,V
2021-03-31,20806000000.0,-705000000.0,53614000000.0,18727000000.0,2254000000.0,-1.73,407000000.0,14664000000.0,VLO
2021-06-30,27748000000.0,160000000.0,55456000000.0,18704000000.0,3572000000.0,0.39,407000000.0,14680000000.0,VLO
2021-09-30,29520000000.0,462000000.0,54691000000.0,18589000000.0,3498000000.0,1.13,408000000.0,14233000000.0,VLO
2021-12-31,113977000000.0,924000000.0,57888000000.0,19817000000.0,4122000000.0,2.27,407000000.0,2074000000.0,VLO
2022-03-31,38542000000.0,902000000.0,60402000000.0,20410000000.0,2638000000.0,2.21,408000000.0,13161000000.0,VLO
2022-06-30,51641000000.0,4676000000.0,64345000000.0,22733000000.0,5392000000.0,11.57,404000000.0,12880000000.0,VLO
2022-09-30,44454000000.0,2806000000.0,59329000000.0,23715000000.0,3969000000.0,7.19,390000000.0,11576000000.0,VLO
2022-12-31,176383000000.0,11485000000.0,60982000000.0,25468000000.0,4862000000.0,29.04,396000000.0,2642000000.0,VLO
2023-03-31,36439000000.0,3057000000.0,60177000000.0,27067000000.0,5521000000.0,8.29,369000000.0,11431000000.0,VLO
2023-06-30,34509000000.0,1938000000.0,60667000000.0,27994000000.0,5075000000.0,5.4,358000000.0,11323000000.0,VLO
2023-09-30,38404000000.0,2614000000.0,63175000000.0,28057000000.0,5831000000.0,7.49,349000000.0,11441000000.0,VLO
2023-12-31,144766000000.0,8808000000.0,63056000000.0,28524000000.0,5424000000.0,24.92,353000000.0,2515000000.0,VLO
2024-03-31,31759000000.0,1242000000.0,62574000000.0,28824000000.0,4917000000.0,3.75,331000000.0,10897000000.0,VLO
2024-06-30,34490000000.0,877000000.0,63615000000.0,28250000000.0,5414000000.0,2.71,324000000.0,10741000000.0,VLO
2024-09-30,32876000000.0,363000000.0,60382000000.0,28000000000.0,5354000000.0,1.14,318000000.0,10806000000.0,VLO
2024-12-31,129881000000.0,2762000000.0,60143000000.0,24512000000.0,4657000000.0,8.58,322000000.0,2622000000.0,VLO
2025-03-31,30258000000.0,-596000000.0,59177000000.0,26315000000.0,4634000000.0,-1.9,314000000.0,10854000000.0,VLO
2025-06-30,29889000000.0,712000000.0,59433000000.0,26947000000.0,4537000000.0,2.28,312000000.0,10647000000.0,VLO
2025-09-30,32168000000.0,1092000000.0,58615000000.0,23754000000.0,4764000000.0,3.53,309000000.0,10581000000.0,VLO
2025-12-31,122687000000.0,2341000000.0,57988000000.0,23725000000.0,4688000000.0,7.57,309000000.0,2612000000.0,VLO
2021-03-31,3207000000.0,-2040000000.0,25886000000.0,6093000000.0,601000000.0,-4.21,484699267.0,698000000.0,VST
2021-06-30,2565000000.0,35000000.0,27015000000.0,6068000000.0,483000000.0,0.07,487366226.0,737000000.0,VST
2021-09-30,2991000000.0,10000000.0,29932000000.0,6031000000.0,387000000.0,0.01,484494546.0,616000000.0,VST
2021-12-31,12077000000.0,-1295000000.0,29683000000.0,8292000000.0,1359000000.0,-2.69,482214544.0,243000000.0,VST
2022-03-31,3125000000.0,-323000000.0,32833000000.0,7302000000.0,1057000000.0,-0.72,451603354.0,364000000.0,VST
2022-06-30,1588000000.0,-1402000000.0,37468000000.0,5403000000.0,1907000000.0,-3.27,429193031.0,279000000.0,VST
2022-09-30,5146000000.0,631000000.0,35175000000.0,5601000000.0,568000000.0,1.51,417482511.0,276000000.0,VST
2022-12-31,13728000000.0,-1377000000.0,32787000000.0,4918000000.0,525000000.0,-3.26,422447074.0,246000000.0,VST
2023-03-31,4425000000.0,661000000.0,31117000000.0,5216000000.0,573000000.0,1.71,387553379.0,273000000.0,VST
2023-06-30,3189000000.0,439000000.0,30472000000.0,5374000000.0,698000000.0,1.17,376794258.0,669000000.0,VST
