"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NPO","ENPRO INC","29355X107","2951292",0.0068675742101188,"-",109509,"USD"
"ETSY","ETSY INC","29786A106","BWTN5N1",0.00684544030559998,"-",513279,"USD"
"BTSG","BRIGHTSPRING HEALTH SERVICES","10950A106","BPJM8Q3",0.00682285611821346,"-",688337,"USD"
"BOOT","BOOT BARN HOLDINGS INC","099406100","BRS6600",0.00680639577782763,"-",158549,"USD"
"PTCT","PTC THERAPEUTICS INC","69366J200","B17VCN9",0.00678593292306227,"-",417510,"USD"
"SMTC","SEMTECH CORP","816850101","2795542",0.00675548379491997,"-",315726,"USD"
"MIR","MIRION TECHNOLOGIES INC","60471A101","BMG3PQ7",0.00662471164385467,"-",1288670,"USD"
"SNEX","STONEX GROUP INC","861896108","BMQ8XV3",0.0065099695628794,"-",241416,"USD"
"POWL","POWELL INDUSTRIES INC","739128106","2697422",0.00644684991111416,"-",48936,"USD"
"AX","AXOS FINANCIAL INC","05465C100","BGK38H3",0.00639672842479646,"-",294545,"USD"
"ALKS","ALKERMES PLC","G01767105","B3P6D26",0.00608662361695617,"-",858441,"USD"
"FTDR","FRONTDOOR INC","35905A109","BFYF094",0.00606978303770429,"-",374512,"USD"
"DOCN","DIGITALOCEAN HOLDINGS INC","25402D102","BNC23Q1",0.00605620450767172,"-",356520,"USD"
"KGS","KODIAK GAS SERVICES INC","50012A108","BQLSDK5",0.00601896111137016,"-",431712,"USD"
"TRNO","TERRENO REALTY CORP","88146M101","B3N4753",0.00599350511991633,"-",376116,"USD"
"OSIS","OSI SYSTEMS INC","671044105","2111579",0.00585824014646001,"-",82893,"USD"
"EPRT","ESSENTIAL PROPERTIES REALTY","29670E107","BFFK0X2",0.00584088924662473,"-",689563,"USD"
"MRCY","MERCURY SYSTEMS INC","589378108","2144047",0.00574101650656943,"-",274804,"USD"
"BMI","BADGER METER INC","056525108","2069128",0.00566736023570007,"-",153104,"USD"
"QRVO","QORVO INC","74736K101","BR9YYP4",0.00556081330291689,"-",275201,"USD"
"LGND","LIGAND PHARMACEUTICALS","53220K504","2501578",0.00553617782691087,"-",102050,"USD"
"TMDX","TRANSMEDICS GROUP INC","89377M109","BK6TM04",0.00552756241470892,"-",177627,"USD"
"CALM","CAL MAINE FOODS INC","128030202","2158781",0.00540272399121128,"-",236272,"USD"
"AIR","AAR CORP","000361105","2001119",0.00539874148940364,"-",202792,"USD"
"MYRG","MYR GROUP INC/DELAWARE","55405W104","B3CLS18",0.00532756677744959,"-",80591,"USD"
"YOU","CLEAR SECURE INC  CLASS A","18467V109","BLD30T1",0.00528057725863387,"-",459387,"USD"
"CVCO","CAVCO INDUSTRIES INC","149568107","2787022",0.00518004410370595,"-",40499,"USD"
"SXT","SENSIENT TECHNOLOGIES CORP","81725T100","2923741",0.00517976392769938,"-",220366,"USD"
"GKOS","GLAUKOS CORP","377322102","BYMWL19",0.00516552498279419,"-",205917,"USD"
"AL","AIR LEASE CORP","00912X302","B3XS562",0.00514636294520218,"-",310460,"USD"
"INDV","INDIVIOR PHARMACEUTICALS INC","45579U109","BTZRLN8",0.00513408523234296,"-",648544,"USD"
"VICR","VICOR CORP","925815102","2930774",0.00507169603945198,"-",117817,"USD"
"CVSA","COVISTA INC","00737L103","BZ12TX5",0.00501476027240312,"-",188260,"USD"
"BRC","BRADY CORPORATION   CL A","104674106","2117726",0.00494686762224029,"-",225890,"USD"
"PSMT","PRICESMART INC","741511109","2092942",0.00493937291406462,"-",131165,"USD"
"SEE","SEALED AIR CORP","81211K100","2232793",0.00490346035379425,"-",457626,"USD"
"TGTX","TG THERAPEUTICS INC","88322Q108","B828K63",0.00487236081706528,"-",705040,"USD"
"AZZ","AZZ INC","002474104","2067672",0.00487021947187223,"-",156079,"USD"
"MKTX","MARKETAXESS HOLDINGS INC","57060D108","B03Q9D0",0.00484397298382844,"-",104045,"USD"
"ADMA","ADMA BIOLOGICS INC","000899104","B9NSBM2",0.00474507085351018,"-",1233994,"USD"
"TDW","TIDEWATER INC","88642R109","BDFGDQ0",0.00468028015199148,"-",238809,"USD"
"SHAK","SHAKE SHACK INC   CLASS A","819047101","BV0LCR0",0.00464727942093223,"-",208690,"USD"
"URBN","URBAN OUTFITTERS INC","917047102","2933438",0.00456336670696532,"-",279047,"USD"
"ESI","ELEMENT SOLUTIONS INC","28618M106","BJ1C2K1",0.00455103896267635,"-",589604,"USD"
"ACA","ARCOSA INC","039653100","BGPZ5W8",0.0044743307745926,"-",162813,"USD"
"ENVA","ENOVA INTERNATIONAL INC","29357K103","BRYQ4L1",0.004473079988849,"-",128774,"USD"
"BCPC","BALCHEM CORP","057665200","2072074",0.00432988003063524,"-",99073,"USD"
"GTES","GATES INDUSTRIAL CORP PLC","G39108108","BD9G2S1",0.00429708943158092,"-",722971,"USD"
"CWEN","CLEARWAY ENERGY INC C","18539C204","BGJRH57",0.00428752342221383,"-",439609,"USD"
"PLMR","PALOMAR HOLDINGS INC","69753M105","BJYLZK6",0.00422055135035829,"-",137336,"USD"
"VIRT","VIRTU FINANCIAL INC CLASS A","928254101","BWTVWD4",0.00420710290204306,"-",413422,"USD"
"STEP","STEPSTONE GROUP INC CLASS A","85914M107","BLFDXF6",0.00420482146884673,"-",378295,"USD"
"PJT","PJT PARTNERS INC   A","69343T107","BYNWB63",0.00417178071264368,"-",126019,"USD"
"SXI","STANDEX INTERNATIONAL CORP","854231107","2840174",0.00414511396059004,"-",62755,"USD"
"NE","NOBLE CORP PLC","G65431127","BN2QTL0",0.00405335631843924,"-",345757,"USD"
"CORT","CORCEPT THERAPEUTICS INC","218352102","B00SCY1",0.00403288345738793,"-",485374,"USD"
"CALX","CALIX INC","13100M509","B3S4L67",0.00398946618265594,"-",312478,"USD"
"OPLN","OPENLANE INC","48238T109","B4Y1MH7",0.00389430640328254,"-",550438,"USD"
"NMIH","NMI HOLDINGS INC","629209305","BGDW5G5",0.00378732920020357,"-",397631,"USD"
"DORM","DORMAN PRODUCTS INC","258278100","2718594",0.00378167564864248,"-",144190,"USD"
"WAY","WAYSTAR HOLDING CORP","946784105","BSWYNW8",0.00374896509987574,"-",593844,"USD"
"MWA","MUELLER WATER PRODUCTS INC A","624758108","B15RZR4",0.00372452974958869,"-",525678,"USD"
"PECO","PHILLIPS EDISON + COMPANY IN","71844V201","BN48ZR2",0.0037236091712814,"-",379197,"USD"
"RRR","RED ROCK RESORTS INC CLASS A","75700L108","BYY9947",0.00372226832896426,"-",251437,"USD"
"RUN","SUNRUN INC","86771W105","BYXB1Y8",0.00370243587021367,"-",1205774,"USD"
"JOE","ST JOE CO/THE","790148100","2768663",0.00368561530353368,"-",207025,"USD"
"ABCB","AMERIS BANCORP","03076K108","2038849",0.00364892225295931,"-",188879,"USD"
"ACIW","ACI WORLDWIDE INC","004498101","2889155",0.00364891224667336,"-",351829,"USD"
"LUMN","LUMEN TECHNOLOGIES INC","550241103","BMDH249",0.00364087719905645,"-",2203901,"USD"
"INSW","INTERNATIONAL SEAWAYS INC","Y41053102","BYX60M4",0.00360415412962423,"-",210518,"USD"
"CPRX","CATALYST PHARMACEUTICALS INC","14888U101","B1G7Q03",0.00360207282214687,"-",600336,"USD"
"SKT","TANGER INC","875465106","2874582",0.00358829416639533,"-",394922,"USD"
"OUT","OUTFRONT MEDIA INC","69007J304","BTFK8V4",0.00355154107810527,"-",514297,"USD"
"ACAD","ACADIA PHARMACEUTICALS INC","004225108","2713317",0.0035324090593711,"-",647405,"USD"
"RDNT","RADNET INC","750491102","B1JNG19",0.00353003756960122,"-",230195,"USD"
"ITRI","ITRON INC","465741106","2471949",0.00352238276085037,"-",151525,"USD"
"MRP","MILLROSE PROPERTIES W/I","601137102","BRCFZ51",0.00346176468057234,"-",472676,"USD"
"CURB","CURBLINE PROPERTIES CORP","23128Q101","BSNR2T6",0.00345273901064649,"-",503921,"USD"
"REZI","RESIDEO TECHNOLOGIES INC","76118Y104","BFD1TJ6",0.00344993725058081,"-",400858,"USD"
"GOLF","ACUSHNET HOLDINGS CORP","005098108","BD3WG50",0.00341548560805898,"-",143336,"USD"
"MMSI","MERIT MEDICAL SYSTEMS INC","589889104","2580555",0.00337781194146163,"-",193159,"USD"
"RAL","RALLIANT CORP","750940108","BTNMGM9",0.00335777935699206,"-",304762,"USD"
"PRVA","PRIVIA HEALTH GROUP INC","74276R102","BMDP209",0.00334935406422315,"-",600860,"USD"
"ADEA","ADEIA INC","00676P107","BPMQ8J5",0.00334162921147065,"-",569593,"USD"
"PIPR","PIPER SANDLER COS","724078100","2227089",0.00334089875259638,"-",46535,"USD"
"CSW","CSW INDUSTRIALS INC","126402106","BYQD1J6",0.00332584929852934,"-",50301,"USD"
"MAC","MACERICH CO/THE","554382101","2543967",0.00331349153538253,"-",692223,"USD"
"VCYT","VERACYTE INC","92337F107","BFTWZY0",0.00325828685580282,"-",410659,"USD"
"PI","IMPINJ INC","453204109","BYYGJZ9",0.00324879089043737,"-",138654,"USD"
"VRRM","VERRA MOBILITY CORP","92511U102","BFXX5X8",0.00320793522490829,"-",824894,"USD"
"ACMR","ACM RESEARCH INC CLASS A","00108J109","BF5C2N2",0.00320499337683933,"-",275987,"USD"
"FRPT","FRESHPET INC","358039105","BS7K7M9",0.00318111837856541,"-",158904,"USD"
"TBBK","BANCORP INC/THE","05969A105","B05BRL7",0.00311918947482809,"-",228132,"USD"
"MCY","MERCURY GENERAL CORP","589400100","2578464",0.00310481044191961,"-",138198,"USD"
"BOX","BOX INC   CLASS A","10316T104","BVB3BV2",0.00310201868813989,"-",489576,"USD"
"CHEF","CHEFS  WAREHOUSE INC/THE","163086101","B63RTD5",0.00309010120157483,"-",188308,"USD"
"PLXS","PLEXUS CORP","729132100","2692160",0.00300440736870902,"-",61720,"USD"
"RDN","RADIAN GROUP INC","750236101","2173911",0.00299245986328612,"-",352217,"USD"
"SKYW","SKYWEST INC","830879102","2814210",0.00296572306723083,"-",129161,"USD"
"LMAT","LEMAITRE VASCULAR INC","525558201","B1G6TJ0",0.00294434964044413,"-",107733,"USD"
"CSGS","CSG SYSTEMS INTL INC","126349109","2210885",0.0028914564129186,"-",141267,"USD"
"MC","MOELIS + CO   CLASS A","60786M105","BLG38Q1",0.00287222433132494,"-",217920,"USD"
"SPNT","SIRIUSPOINT LTD","G8192H106","BMCQX44",0.00280128977023366,"-",540603,"USD"
"OSW","ONESPAWORLD HOLDINGS LTD","P73684113","BJY21L2",0.0027971371615649,"-",531385,"USD"
"VCTR","VICTORY CAPITAL HOLDING   A","92645B103","BFYVKR0",0.00277018022721874,"-",162463,"USD"
"OII","OCEANEERING INTL INC","675232102","2655583",0.00276196506645475,"-",303806,"USD"
"EYE","NATIONAL VISION HOLDINGS INC","63845R107","BYP71H7",0.00274365356316838,"-",412476,"USD"
"CASH","PATHWARD FINANCIAL INC","59100U108","2420316",0.00272910442339878,"-",118459,"USD"
"NATL","NCR ATLEOS CORP","63001N106","BRRD6G8",0.00271085295782811,"-",238493,"USD"
"SUPN","SUPERNUS PHARMACEUTICALS INC","868459108","B72ZBG4",0.00266346318757443,"-",205765,"USD"
"SKY","CHAMPION HOMES INC","830830105","2814005",0.0026633130932852,"-",133672,"USD"
"WHD","CACTUS INC   A","127203107","BF1GM16",0.00266025116978486,"-",225443,"USD"
"HWKN","HAWKINS INC","420261109","2415594",0.00260874881600622,"-",72791,"USD"
"ARR","ARMOUR RESIDENTIAL REIT INC","042315705","BRJ8H91",0.00259914278149534,"-",581975,"USD"
"BGC","BGC GROUP INC A","088929104","BRJTVC5",0.00259153800417422,"-",1093346,"USD"
"HASI","HA SUSTAINABLE INFRASTRUCTUR","41068X100","B9HHD96",0.00258372309484818,"-",281973,"USD"
"HCC","WARRIOR MET COAL INC","93627C101","BF2X272",0.00257308641288457,"-",117537,"USD"
"KAI","KADANT INC","48282T104","2769978",0.00257303638145483,"-",31223,"USD"
"FELE","FRANKLIN ELECTRIC CO INC","353514102","2350383",0.00256374054180836,"-",109525,"USD"
"NHC","NATIONAL HEALTHCARE CORP","635906100","2139731",0.00256267987549779,"-",64088,"USD"
"QTWO","Q2 HOLDINGS INC","74736L109","BKM4KV0",0.00256086873774105,"-",204779,"USD"
"FBP","FIRST BANCORP PUERTO RICO","318672706","2296926",0.00253034956559711,"-",473320,"USD"
"APLS","APELLIS PHARMACEUTICALS INC","03753U106","BYTQ6X1",0.00249435695503916,"-",528749,"USD"
"AGO","ASSURED GUARANTY LTD","G0585R106","B00V7H8",0.00247960768955058,"-",116222,"USD"
"AWR","AMERICAN STATES WATER CO","029899101","2267171",0.00247758641978891,"-",129746,"USD"
"CENX","CENTURY ALUMINUM COMPANY","156431108","2186254",0.00247756640721701,"-",167358,"USD"
"EVTC","EVERTEC INC","30040P103","B7KY3Z6",0.00245611293014272,"-",329818,"USD"
"CPK","CHESAPEAKE UTILITIES CORP","165303108","2190750",0.0024459265310468,"-",73788,"USD"
"DGII","DIGI INTERNATIONAL INC","253798102","2269661",0.00244496592759572,"-",193173,"USD"
"MARA","MARA HOLDINGS INC","565788106","BLR7B52",0.00243107720269874,"-",1081848,"USD"
"KTB","KONTOOR BRANDS INC","50050N103","BJTJGC4",0.00242712471974895,"-",142558,"USD"
"DAN","DANA INC","235825205","B2PFJR3",0.00241435669887824,"-",295134,"USD"
"WSFS","WSFS FINANCIAL CORP","929328102","2940375",0.00241105462451512,"-",149403,"USD"
"SFBS","SERVISFIRST BANCSHARES INC","81768T108","BMH0MP5",0.00240806274501642,"-",130651,"USD"
"WDFC","WD 40 CO","929236107","2944742",0.00240675192155712,"-",41560,"USD"
"RAMP","LIVERAMP HOLDINGS INC","53815P108","BGLN838",0.00240316967118744,"-",328134,"USD"
"WSC","WILLSCOT HOLDINGS CORP","971378104","BMHL0Z4",0.00237720335915022,"-",492139,"USD"
"BL","BLACKLINE INC","09239B109","BD3WZS6",0.00236842784637309,"-",259786,"USD"
"AGYS","AGILYSYS INC","00847J105","2689162",0.00234771483445901,"-",130837,"USD"
"WT","WISDOMTREE INC","97717P104","2476513",0.00232132825841193,"-",597700,"USD"
"HCI","HCI GROUP INC","40416E103","BBN23F5",0.00231722568117291,"-",55364,"USD"
"RNG","RINGCENTRAL INC CLASS A","76680R206","BDZCRX3",0.00230140574308781,"-",235720,"USD"
"PATK","PATRICK INDUSTRIES INC","703343103","2673154",0.00225927927924322,"-",77844,"USD"
"ACLS","AXCELIS TECHNOLOGIES INC","054540208","BD420Q8",0.00223312284777297,"-",102199,"USD"
"DXPE","DXP ENTERPRISES INC","233377407","2276627",0.0022195443177404,"-",66079,"USD"
"SONO","SONOS INC","83570H108","BYWPZW7",0.00219990197842285,"-",622791,"USD"
"HP","HELMERICH + PAYNE","423452101","2420101",0.00217952918023102,"-",251001,"USD"
"GFF","GRIFFON CORP","398433102","2463344",0.00217436593668142,"-",120986,"USD"
"MD","PEDIATRIX MEDICAL GROUP INC","58502B106","2677640",0.00216487997760193,"-",433674,"USD"
"UNF","UNIFIRST CORP/MA","904708104","2466428",0.00215621453397024,"-",30803,"USD"
"INDB","INDEPENDENT BANK CORP/MA","453836108","2447821",0.00215349282419216,"-",111813,"USD"
"VCEL","VERICEL CORP","92346J108","BSBMN89",0.00214543776400335,"-",260464,"USD"
"OTTR","OTTER TAIL CORP","689648103","2664103",0.00212426446293562,"-",97069,"USD"
"CNK","CINEMARK HOLDINGS INC","17243V102","B1W7RQ0",0.00212303368976391,"-",324174,"USD"
"UFPT","UFP TECHNOLOGIES INC","902673102","2908652",0.00210433194132554,"-",40151,"USD"
"IRDM","IRIDIUM COMMUNICATIONS INC","46269C102","B2QH310",0.00209118368158877,"-",328975,"USD"
"MTRN","MATERION CORP","576690101","2149622",0.00208572024946071,"-",58748,"USD"
"CLSK","CLEANSPARK INC","18452B209","BJDRX78",0.00207710483725877,"-",847866,"USD"
"CBU","COMMUNITY FINANCIAL SYSTEM I","203607106","2222062",0.00206873958220554,"-",140865,"USD"
"UPWK","UPWORK INC","91688F104","BGRFWV4",0.00206562762727545,"-",678953,"USD"
"INSP","INSPIRE MEDICAL SYSTEMS INC","457730109","BDT5KT5",0.00205506098931349,"-",137531,"USD"
"BKU","BANKUNITED INC","06652K103","B3NNTZ4",0.00205298968812208,"-",185343,"USD"
"ICUI","ICU MEDICAL INC","44930G107","2451918",0.00205296967555018,"-",62145,"USD"
"AORT","ARTIVION INC","228903100","2239017",0.00203023539387443,"-",218812,"USD"
"EZPW","EZCORP INC CL A","302301106","2326287",0.00198641786770449,"-",298060,"USD"
"AVA","AVISTA CORP","05379B107","2942605",0.00198352605106528,"-",196801,"USD"
"LXP","LXP INDUSTRIAL TRUST","529043408","BSLN6B6",0.00194018882662088,"-",161335,"USD"
"NVRI","ENVIRI CORP","415864107","2412700",0.00193657655739335,"-",423405,"USD"
"ARLO","ARLO TECHNOLOGIES INC","04206A101","BYWPZY9",0.0018898872271561,"-",545322,"USD"
"TDC","TERADATA CORP","88076W103","B247H10",0.00187620863426404,"-",273318,"USD"
"BANF","BANCFIRST CORP","05945F103","2078782",0.00187414733935859,"-",68382,"USD"
"PGNY","PROGYNY INC","74340E103","BKWD3M9",0.001872306182744,"-",417071,"USD"
"PRDO","PERDOCEO EDUCATION CORP","71363P106","BKRQQR9",0.001852163529129,"-",206529,"USD"
"UNIT","UNITI GROUP INC","912932100","BSNMCG8",0.00185056252337719,"-",922506,"USD"
"HAYW","HAYWARD HOLDINGS INC","421298100","BMFQC33",0.00184176699802816,"-",502782,"USD"
"SBCF","SEACOAST BANKING CORP/FL","811707801","BH65L93",0.00183719412534954,"-",238968,"USD"
"SPSC","SPS COMMERCE INC","78463M107","B57VWJ3",0.0018320008629421,"-",117645,"USD"
"ALRM","ALARM.COM HOLDINGS INC","011642105","BYN7H26",0.00182777821027169,"-",151923,"USD"
"CAKE","CHEESECAKE FACTORY INC/THE","163072101","2192392",0.00181570062313145,"-",125055,"USD"
"MGEE","MGE ENERGY INC","55277P104","2554163",0.00181500018311503,"-",95911,"USD"
"HCSG","HEALTHCARE SERVICES GROUP","421906108","2417619",0.00180496387830835,"-",362320,"USD"
"APAM","ARTISAN PARTNERS ASSET MA  A","04316A108","B8FW545",0.0017972490318418,"-",199606,"USD"
"SHOO","STEVEN MADDEN LTD","556269108","2553911",0.00178752292189954,"-",213684,"USD"
"AAMI","ACADIAN ASSET MANAGEMENT INC","10948W103","BJBLBN4",0.00178691253845666,"-",138790,"USD"
"NGVT","INGEVITY CORP","45688C107","BD4LHG4",0.00176911135575368,"-",107640,"USD"
"CWEN-A","CLEARWAY ENERGY INC A","18539C105","BGJRH35",0.00176328769733146,"-",181894,"USD"
"CON","CONCENTRA GROUP HOLDINGS PAR","20603L102","BSWW195",0.0017608561698459,"-",313010,"USD"
"ANIP","ANI PHARMACEUTICALS INC","00182C103","BCDWBX6",0.00175561287600871,"-",94411,"USD"
"FCPT","FOUR CORNERS PROPERTY TRUST","35086T109","BZ16HK0",0.00173265845604209,"-",262000,"USD"
"PRLB","PROTO LABS INC","743713109","B6T6J81",0.00172542391130108,"-",121785,"USD"
"EFC","ELLINGTON FINANCIAL INC","28852N109","BJ7MB31",0.00172344266668321,"-",563627,"USD"
"PARR","PAR PACIFIC HOLDINGS INC","69888T207","BJH08C3",0.00171977035973999,"-",126160,"USD"
"CWT","CALIFORNIA WATER SERVICE GRP","130788102","2165383",0.00171052455152327,"-",150284,"USD"
"PLUS","EPLUS INC","294268107","2597748",0.00169361392826974,"-",86654,"USD"
"SEDG","SOLAREDGE TECHNOLOGIES INC","83417M104","BWC52Q6",0.0016742417586728,"-",185469,"USD"
"EXTR","EXTREME NETWORKS INC","30226D106","2407052",0.00167035931972465,"-",456629,"USD"
"UE","URBAN EDGE PROPERTIES","91704F104","BTPSGQ9",0.00166285460526303,"-",317446,"USD"
"AMRX","AMNEAL PHARMACEUTICALS INC","03168L105","BFNF1D6",0.00166201407724332,"-",534789,"USD"
"CARG","CARGURUS INC","141788109","BF5D6S8",0.00165676077712019,"-",208608,"USD"
"KN","KNOWLES CORP","49926D109","BJTD9L6",0.00163710843151668,"-",255174,"USD"
"MCRI","MONARCH CASINO + RESORT INC","609027107","2599197",0.0016368882932258,"-",64028,"USD"
"TRMK","TRUSTMARK CORP","898402102","2340210",0.00163000396849301,"-",154378,"USD"
"ADUS","ADDUS HOMECARE CORP","006739106","B55BN47",0.00161931725509965,"-",63290,"USD"
"RCUS","ARCUS BIOSCIENCES INC","03969F109","BDZT9Y9",0.00161458428184586,"-",277273,"USD"
"CALY","CALLAWAY GOLF COMPANY","131193104","2173933",0.00158532590173147,"-",469963,"USD"
"CHCO","CITY HOLDING CO","177835105","2161778",0.00158019267703972,"-",52199,"USD"
"AEO","AMERICAN EAGLE OUTFITTERS","02553E106","2048592",0.00156435272638271,"-",347283,"USD"
"EPAC","ENERPAC TOOL GROUP CORP","292765104","BH3T5K7",0.00153370347252144,"-",166959,"USD"
"NWN","NORTHWEST NATURAL HOLDING CO","66765N105","BFNR303",0.00151146950514313,"-",113441,"USD"
"GRBK","GREEN BRICK PARTNERS INC","392709101","BS7T2R6",0.00150057265974485,"-",91315,"USD"
"LTC","LTC PROPERTIES INC","502175102","2498788",0.00149288783213615,"-",149108,"USD"
"PRK","PARK NATIONAL CORP","700658107","2673251",0.00149265768755932,"-",36879,"USD"
"COLL","COLLEGIUM PHARMACEUTICAL INC","19459J104","BX7RSN3",0.00149040627322084,"-",166000,"USD"
"HRMY","HARMONY BIOSCIENCES HOLDINGS","413197104","BKSGZN7",0.00148790470173363,"-",208718,"USD"
"SEZL","SEZZLE INC","78435P105","BQC4R22",0.00147444624713245,"-",88035,"USD"
"SRPT","SAREPTA THERAPEUTICS INC","803607100","B8DPDT7",0.0014696832550208,"-",336223,"USD"
"TRIP","TRIPADVISOR INC","896945201","B6ZC3N6",0.00146932302872665,"-",613913,"USD"
"NTCT","NETSCOUT SYSTEMS INC","64115T104","2447285",0.00144607842646751,"-",187532,"USD"
"ADT","ADT INC","00090Q103","BFWCP81",0.00143486137991886,"-",876724,"USD"
"PRGS","PROGRESS SOFTWARE CORP","743312100","2705198",0.00140450230835011,"-",153408,"USD"
"CUBI","CUSTOMERS BANCORP INC","23204G100","B6XHXY4",0.0013963671978737,"-",81856,"USD"
"PCRX","PACIRA BIOSCIENCES INC","695127100","B3X26D8",0.00135713255066833,"-",224840,"USD"
"PDFS","PDF SOLUTIONS INC","693282105","2782425",0.00135379045116142,"-",165075,"USD"
"PMT","PENNYMAC MORTGAGE INVESTMENT","70931T103","B3V8JL7",0.00135107874766929,"-",448625,"USD"
"ATEN","A10 NETWORKS INC","002121101","BKQVBN6",0.00134693614528647,"-",249323,"USD"
"PFBC","PREFERRED BANK/LOS ANGELES","740367404","2763602",0.00134337390748868,"-",58571,"USD"
"KNTK","KINETIK HOLDINGS INC","02215L209","BLPNQJ1",0.00133092608776834,"-",114938,"USD"
"PAHC","PHIBRO ANIMAL HEALTH CORP A","71742Q106","BL95N25",0.00132711369282183,"-",105581,"USD"
"NSSC","NAPCO SECURITY TECHNOLOGIES","630402105","2622253",0.0013235214361662,"-",122400,"USD"
"CRVL","CORVEL CORP","221006109","2347277",0.00131834818633065,"-",99811,"USD"
"FBNC","FIRST BANCORP/NC","318910106","2351494",0.0013106933775798,"-",95148,"USD"
"XPEL","XPEL INC","98379L100","BJV2ZZ7",0.00129724492926456,"-",132331,"USD"
"VECO","VEECO INSTRUMENTS INC","922417100","2938422",0.00129233184286369,"-",160135,"USD"
"CRK","COMSTOCK RESOURCES INC","205768302","BD82PS1",0.00127629176648771,"-",239429,"USD"
"IPAR","INTERPARFUMS INC","458334109","2473150",0.00126668573197683,"-",54370,"USD"
"DRH","DIAMONDROCK HOSPITALITY CO","252784301","B090B96",0.00125332734023514,"-",521433,"USD"
"INVA","INNOVIVA INC","45781M101","BDDXF67",0.00124417158859195,"-",220761,"USD"
"BKE","BUCKLE INC/THE","118440106","2149934",0.00122763119791853,"-",94466,"USD"
"TILE","INTERFACE INC","458665304","B86V808",0.00121043039237249,"-",170624,"USD"
"HMN","HORACE MANN EDUCATORS","440327104","2437112",0.00120841912889677,"-",110555,"USD"
"FBK","FB FINANCIAL CORP","30257X104","BYY5Z69",0.00120154481044992,"-",91609,"USD"
"GTY","GETTY REALTY CORP","374297109","2698146",0.00118596502322759,"-",139970,"USD"
"TR","TOOTSIE ROLL INDS","890516107","2896809",0.00113199111681959,"-",106796.08,"USD"
"PAYO","PAYONEER GLOBAL INC","70451X104","BLSPX60",0.00111622121016423,"-",982246,"USD"
"DV","DOUBLEVERIFY HOLDINGS INC","25862V105","BMDX9Z7",0.00108250002651666,"-",407324,"USD"
"YELP","YELP INC","985817105","B7KCD72",0.00107892778243292,"-",174883,"USD"
"TNDM","TANDEM DIABETES CARE INC","875372203","BF3W461",0.00107329424344373,"-",200430,"USD"
"CNS","COHEN + STEERS INC","19247A100","B02H882",0.00107047247080616,"-",66832,"USD"
"-","US DOLLAR","999USDZ92","-",0.00103571063341991,"-",4037498.59,"USD"
