Ticker,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_1_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_2_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_3_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_4_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_5_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_1_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_2_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_3_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_4_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_5_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_1_TEXTBLOB,Granger_alpha_lag_1_TEXTBLOB,Granger_beta1_lag_1_TEXTBLOB,Granger_beta2_lag_1_TEXTBLOB,Granger_pvalue_lag_2_TEXTBLOB,Granger_alpha_lag_2_TEXTBLOB,Granger_beta1_lag_2_TEXTBLOB,Granger_beta2_lag_2_TEXTBLOB,Granger_pvalue_lag_3_TEXTBLOB,Granger_alpha_lag_3_TEXTBLOB,Granger_beta1_lag_3_TEXTBLOB,Granger_beta2_lag_3_TEXTBLOB,Granger_pvalue_lag_1_FINBERT,Granger_alpha_lag_1_FINBERT,Granger_beta1_lag_1_FINBERT,Granger_beta2_lag_1_FINBERT,Granger_beta3_lag_1_FINBERT,Granger_pvalue_lag_2_FINBERT,Granger_alpha_lag_2_FINBERT,Granger_beta1_lag_2_FINBERT,Granger_beta2_lag_2_FINBERT,Granger_beta3_lag_2_FINBERT,Granger_pvalue_lag_3_FINBERT,Granger_alpha_lag_3_FINBERT,Granger_beta1_lag_3_FINBERT,Granger_beta2_lag_3_FINBERT,Granger_beta3_lag_3_FINBERT
NFLX,0.2176896,0.9961892,0.4081258,0.4117488,1.0686665,0.443618,0.5748305,1.0748953,0.3836798,0.4789357,1.0858723,0.427749,0.6022097,1.092545,0.3893458,0.1582172,0.9961892,0.4081258,0.1811578,1.0686665,0.443618,0.073312,1.0748953,0.3836798,0.051913,1.0858723,0.427749,0.0361673,1.092545,0.3893458,0.9576187,0.9961892,0.4081258,0.5877156,1.0686665,0.443618,0.7692572,1.0748953,0.3836798,0.5772235,1.0858723,0.427749,0.4839162,1.092545,0.3893458,0.4386878,0.9961892,0.4081258,0.502966,1.0686665,0.443618,0.7665615,1.0748953,0.3836798,0.7292904,1.0858723,0.427749,0.8369626,1.092545,0.3893458,0.4059848,0.9961892,0.4081258,0.7464674,1.0686665,0.443618,0.9109203,1.0748953,0.3836798,0.2920945,1.0858723,0.427749,0.1520891,1.092545,0.3893458,0.6058163,2.0632839,-2.1677865,-2.8891136,0.9913808,2.0632839,-0.0451238,3.0235686,0.9819008,2.0632839,0.094343,-4.7254008,0.3242637,26943.3876459,-15562.4877961,-15564.198975,-15562.2345209,0.726932,26943.3876459,-5480.6679695,-5483.1201383,-5482.6838569,0.7079915,26943.3876459,-5897.4659658,-5896.8244158,-5897.3748529
NKE,0.1027925,0.9890087,0.785785,0.1970749,0.9284707,0.610242,0.0195965,0.9328407,0.7481067,0.0578507,0.9384666,0.5524618,0.1103218,0.9521765,0.7914926,0.3245571,0.9890087,0.785785,0.4043332,0.9284707,0.610242,0.3242926,0.9328407,0.7481067,0.5339556,0.9384666,0.5524618,0.7419534,0.9521765,0.7914926,0.7461693,0.9890087,0.785785,0.8439534,0.9284707,0.610242,0.8899633,0.9328407,0.7481067,0.9292647,0.9384666,0.5524618,0.9433016,0.9521765,0.7914926,0.5102784,0.9890087,0.785785,0.7870577,0.9284707,0.610242,0.2195611,0.9328407,0.7481067,0.3878309,0.9384666,0.5524618,0.3321791,0.9521765,0.7914926,0.2550034,0.9890087,0.785785,0.3758013,0.9284707,0.610242,0.0487336,0.9328407,0.7481067,0.0861428,0.9384666,0.5524618,0.1450957,0.9521765,0.7914926,0.2071864,0.884417,5.150117,0.7761704,0.7026926,0.884417,1.5620728,-1.0310559,0.0331433,0.884417,-8.8701395,-0.0963823,0.3436869,-15009.268104,13125.3183708,13125.6777334,13127.5193093,0.7009919,-15009.268104,5116.0914452,5115.5540857,5113.9891161,0.808712,-15009.268104,-3231.1977761,-3232.3417138,-3227.8245978
NVDA,0.8906542,0.9999242,0.6067961,0.9915278,0.8492883,0.6304734,0.9963665,0.8414935,0.6388361,0.7699074,0.8441386,0.6384966,0.6867259,0.837425,0.624811,0.6599786,0.9999242,0.6067961,0.1709404,0.8492883,0.6304734,0.1912502,0.8414935,0.6388361,0.229852,0.8441386,0.6384966,0.2077309,0.837425,0.624811,0.3745929,0.9999242,0.6067961,0.8966764,0.8492883,0.6304734,0.9731983,0.8414935,0.6388361,0.9755874,0.8441386,0.6384966,0.9909203,0.837425,0.624811,0.7755162,0.9999242,0.6067961,0.2086618,0.8492883,0.6304734,0.3578129,0.8414935,0.6388361,0.4505688,0.8441386,0.6384966,0.5576993,0.837425,0.624811,0.5702235,0.9999242,0.6067961,0.2614522,0.8492883,0.6304734,0.2496044,0.8414935,0.6388361,0.4571845,0.8441386,0.6384966,0.669468,0.837425,0.624811,0.4905434,-6.2119852,5.8282856,-0.3078174,0.7282157,-6.2119852,-3.1019547,12.9893057,0.7054175,-6.2119852,-3.0541754,7.7579464,0.8704438,-39804.9339854,6163.7709531,6164.2988704,6161.6402794,0.4220042,-39804.9339854,29803.5697586,29800.5505225,29807.7889789,0.9162771,-39804.9339854,3837.9052207,3838.0741198,3841.3853447
NVO,0.7907614,0.9887715,0.8191212,0.6905947,0.9231727,0.7677941,0.8423579,0.9227057,0.7640516,0.8225364,0.9227779,0.7916319,0.9261368,0.9219789,0.8246237,0.322973,0.9887715,0.8191212,0.3929125,0.9231727,0.7677941,0.1830337,0.9227057,0.7640516,0.2913902,0.9227779,0.7916319,0.395299,0.9219789,0.8246237,0.7695071,0.9887715,0.8191212,0.1666566,0.9231727,0.7677941,0.2758653,0.9227057,0.7640516,0.1211209,0.9227779,0.7916319,0.3357514,0.9219789,0.8246237,0.360426,0.9887715,0.8191212,0.3071069,0.9231727,0.7677941,0.1375872,0.9227057,0.7640516,0.223854,0.9227779,0.7916319,0.4386352,0.9219789,0.8246237,0.5167947,0.9887715,0.8191212,0.7796731,0.9231727,0.7677941,0.4875531,0.9227057,0.7640516,0.3185757,0.9227779,0.7916319,0.4507789,0.9219789,0.8246237,0.8101762,2.258279,0.6552061,-1.8883386,0.2629349,2.258279,3.0459302,-2.28361,0.6159186,2.258279,1.3491259,-3.5816054,0.7967606,7387.2324842,-3252.1882796,-3250.86302,-3251.9961729,0.461666,7387.2324842,9348.5801975,9352.2833776,9351.4339173,0.289253,7387.2324842,-13486.552392,-13484.6522135,-13487.5398662
NVS,0.7429561,1.0054448,-0.210912,0.5030113,1.0921865,0.0014087,0.7449177,1.097521,-0.100034,0.8200159,1.0977877,-0.0938372,0.9076976,1.0994415,-0.0677237,0.0571671,1.0054448,-0.210912,0.1404476,1.0921865,0.0014087,0.0676622,1.097521,-0.100034,0.0959222,1.0977877,-0.0938372,0.0752063,1.0994415,-0.0677237,0.1547883,1.0054448,-0.210912,0.1052477,1.0921865,0.0014087,0.152328,1.097521,-0.100034,0.196413,1.0977877,-0.0938372,0.2980821,1.0994415,-0.0677237,0.9276524,1.0054448,-0.210912,0.9156101,1.0921865,0.0014087,0.4471579,1.097521,-0.100034,0.6100387,1.0977877,-0.0938372,0.6118094,1.0994415,-0.0677237,0.2652711,1.0054448,-0.210912,0.3254415,1.0921865,0.0014087,0.4126239,1.097521,-0.100034,0.562787,1.0977877,-0.0938372,0.6380622,1.0994415,-0.0677237,0.5531043,0.4005028,1.0682781,-2.2358814,0.2121896,0.4005028,-2.2505121,1.1221479,0.311335,0.4005028,1.833021,-2.2792923,0.5603646,19879.6141733,-3396.2781018,-3397.2358004,-3397.6715464,0.1568431,19879.6141733,-8250.3583249,-8249.3984353,-8249.4383515,0.1599858,19879.6141733,-8231.8770719,-8233.4392088,-8232.4287201
ORCL,0.3749625,0.9867405,1.9010734,0.4994727,1.0734657,2.0037812,0.0898513,1.0771806,1.9897386,0.0786428,1.0823177,2.1002339,0.1350954,1.0771604,2.1246957,0.7114647,0.9867405,1.9010734,0.7438165,1.0734657,2.0037812,0.9071065,1.0771806,1.9897386,0.9763913,1.0823177,2.1002339,0.9897776,1.0771604,2.1246957,0.5709821,0.9867405,1.9010734,0.8793223,1.0734657,2.0037812,0.9442734,1.0771806,1.9897386,0.9908625,1.0823177,2.1002339,0.939392,1.0771604,2.1246957,0.2009909,0.9867405,1.9010734,0.3936176,1.0734657,2.0037812,0.6087001,1.0771806,1.9897386,0.7769631,1.0823177,2.1002339,0.8756522,1.0771604,2.1246957,0.3801568,0.9867405,1.9010734,0.5162733,1.0734657,2.0037812,0.7765293,1.0771806,1.9897386,0.7358084,1.0823177,2.1002339,0.7105328,1.0771604,2.1246957,0.3549486,1.750652,-6.4331459,-0.8784265,0.501708,1.750652,-4.6853499,2.101762,0.0235368,1.750652,15.7576349,-1.6208631,0.4940254,11834.3280791,-13474.0396134,-13472.2474726,-13475.9026466,0.8624827,11834.3280791,-3444.5706796,-3443.176739,-3444.5947849,0.793094,11834.3280791,5084.5904865,5085.0967409,5084.9578261
PBR,0.489814,1.008094,0.0220888,0.7754998,0.9973006,0.0282339,0.8666469,0.9981315,0.0108397,0.9566458,1.0034827,0.0241042,0.9306087,0.9988201,0.0411969,0.8925208,1.008094,0.0220888,0.7959738,0.9973006,0.0282339,0.8813455,0.9981315,0.0108397,0.9374155,1.0034827,0.0241042,0.9825098,0.9988201,0.0411969,0.9735335,1.008094,0.0220888,0.6494802,0.9973006,0.0282339,0.803932,0.9981315,0.0108397,0.4897328,1.0034827,0.0241042,0.5469611,0.9988201,0.0411969,0.3638097,1.008094,0.0220888,0.5252154,0.9973006,0.0282339,0.5427922,0.9981315,0.0108397,0.6881976,1.0034827,0.0241042,0.7045494,0.9988201,0.0411969,0.3317979,1.008094,0.0220888,0.5884343,0.9973006,0.0282339,0.7417269,0.9981315,0.0108397,0.3697789,1.0034827,0.0241042,0.4210411,0.9988201,0.0411969,0.4667946,-0.0726667,0.3451434,-0.0655656,0.7180897,-0.0726667,-0.1722679,0.1632147,0.8299744,-0.0726667,0.102417,0.0632825,0.229599,30.6969613,1528.0191926,1528.0786703,1527.9235712,0.8711145,30.6969613,-206.8146339,-206.5776522,-206.5884497,0.2846106,30.6969613,-1352.0947308,-1351.9633077,-1352.1170295
PEP,0.9455155,0.9558888,6.6426964,0.8881705,0.9751939,7.0340906,0.9721148,0.9712568,6.9712794,0.7825742,0.9705276,7.4723153,0.534002,0.9759569,6.8337724,0.1649304,0.9558888,6.6426964,0.2969941,0.9751939,7.0340906,0.4658936,0.9712568,6.9712794,0.5456673,0.9705276,7.4723153,0.4022741,0.9759569,6.8337724,0.7402755,0.9558888,6.6426964,0.9075782,0.9751939,7.0340906,0.9297449,0.9712568,6.9712794,0.9596186,0.9705276,7.4723153,0.9884763,0.9759569,6.8337724,0.9203437,0.9558888,6.6426964,0.8606405,0.9751939,7.0340906,0.9137637,0.9712568,6.9712794,0.8999367,0.9705276,7.4723153,0.8507404,0.9759569,6.8337724,0.8071887,0.9558888,6.6426964,0.9627589,0.9751939,7.0340906,0.9171665,0.9712568,6.9712794,0.9490464,0.9705276,7.4723153,0.7902714,0.9759569,6.8337724,0.4657969,6.85069,-1.9044335,2.5230675,0.8930924,6.85069,-0.352465,-0.8305187,0.6348009,6.85069,1.2441336,-1.0946938,0.6085186,-2374.1890825,4153.8083829,4154.1127422,4154.2104228,0.3649749,-2374.1890825,-7312.2468673,-7313.1421942,-7312.5394004,0.491918,-2374.1890825,5539.9644115,5540.0684756,5539.0897468
PFE,0.7166619,0.987275,0.3830761,0.9232518,1.0673982,0.419747,0.9852775,1.0691415,0.4103741,0.9749202,1.0687844,0.4070702,0.969752,1.0679623,0.4040429,0.6930012,0.987275,0.3830761,0.5545165,1.0673982,0.419747,0.5814172,1.0691415,0.4103741,0.7386014,1.0687844,0.4070702,0.7970636,1.0679623,0.4040429,0.7720518,0.987275,0.3830761,0.9127019,1.0673982,0.419747,0.7760258,1.0691415,0.4103741,0.3530675,1.0687844,0.4070702,0.4325416,1.0679623,0.4040429,0.4055885,0.987275,0.3830761,0.7359671,1.0673982,0.419747,0.7777325,1.0691415,0.4103741,0.6879721,1.0687844,0.4070702,0.4579279,1.0679623,0.4040429,0.3007209,0.987275,0.3830761,0.5751683,1.0673982,0.419747,0.7606532,1.0691415,0.4103741,0.8074148,1.0687844,0.4070702,0.8017236,1.0679623,0.4040429,0.5298626,0.821696,-0.9344865,0.5137107,0.8595003,0.821696,0.2694466,-0.8456816,0.6527945,0.821696,0.6763963,-0.8286497,0.9279492,-5669.5356422,-454.4307429,-454.5269736,-453.7865894,0.4982749,-5669.5356422,3398.9629021,3398.8386039,3398.702179,0.5858103,-5669.5356422,2725.8682007,2725.0264892,2725.2447552
PG,0.6882742,0.9621692,5.5845867,0.9004916,0.9394732,5.7629063,0.6394661,0.935906,5.6848165,0.7891726,0.9372988,5.9852619,0.5570211,0.9390308,6.0221034,0.1568044,0.9621692,5.5845867,0.0148821,0.9394732,5.7629063,0.0026011,0.935906,5.6848165,0.0056355,0.9372988,5.9852619,0.0084427,0.9390308,6.0221034,0.3795768,0.9621692,5.5845867,0.6923728,0.9394732,5.7629063,0.4379918,0.935906,5.6848165,0.3134962,0.9372988,5.9852619,0.379258,0.9390308,6.0221034,0.438021,0.9621692,5.5845867,0.7320019,0.9394732,5.7629063,0.6365061,0.935906,5.6848165,0.5722521,0.9372988,5.9852619,0.6898127,0.9390308,6.0221034,0.9634183,0.9621692,5.5845867,0.9988981,0.9394732,5.7629063,0.9955168,0.935906,5.6848165,0.9993273,0.9372988,5.9852619,0.9992952,0.9390308,6.0221034,0.8481424,7.8840999,0.4438816,-1.6132153,0.2648487,7.8840999,2.5953634,-3.3797858,0.9067699,7.8840999,0.2805659,-2.8747133,0.2961259,-3681.4091968,6877.3692395,6876.1316759,6876.8968693,0.2649687,-3681.4091968,-7394.6355828,-7394.7240364,-7394.6725802,0.5380044,-3681.4091968,4203.9357145,4205.5243285,4205.4424117
PLD,0.4672688,0.885112,12.9781363,0.5970043,1.0392103,15.661061,0.9059232,0.9944934,18.4165405,0.9615127,0.9863109,19.6010957,0.638998,0.9851536,21.7354874,0.4106956,0.885112,12.9781363,0.500925,1.0392103,15.661061,0.6397895,0.9944934,18.4165405,0.5137939,0.9863109,19.6010957,0.4689029,0.9851536,21.7354874,0.1964014,0.885112,12.9781363,0.3553877,1.0392103,15.661061,0.506518,0.9944934,18.4165405,0.5402765,0.9863109,19.6010957,0.4805159,0.9851536,21.7354874,0.7140386,0.885112,12.9781363,0.4390777,1.0392103,15.661061,0.7759095,0.9944934,18.4165405,0.8950376,0.9863109,19.6010957,0.7853306,0.9851536,21.7354874,0.590155,0.885112,12.9781363,0.3168474,1.0392103,15.661061,0.7808442,0.9944934,18.4165405,0.8517995,0.9863109,19.6010957,0.8173486,0.9851536,21.7354874,0.7899572,20.740097,1.5424376,-4.4264078,0.6088391,20.740097,-2.8194845,-2.6156542,0.8851225,20.740097,0.8072373,0.257018,0.6212333,-14529.3522201,-9066.2424305,-9062.064556,-9060.7536339,0.6072922,-14529.3522201,9353.0820799,9355.5820314,9353.4525849,0.4248788,-14529.3522201,14256.6316913,14257.9846021,14257.1566382
PM,0.7747339,0.9955786,0.9331663,0.9061208,1.0070608,0.8966522,0.9697034,1.0059363,1.0014763,0.5245906,1.0142918,0.6452084,0.6116329,1.0318967,0.7341921,0.1397896,0.9955786,0.9331663,0.2855028,1.0070608,0.8966522,0.4774226,1.0059363,1.0014763,0.5472209,1.0142918,0.6452084,0.5272075,1.0318967,0.7341921,0.9247469,0.9955786,0.9331663,0.398433,1.0070608,0.8966522,0.022307,1.0059363,1.0014763,0.0516224,1.0142918,0.6452084,0.0551561,1.0318967,0.7341921,0.5489429,0.9955786,0.9331663,0.089094,1.0070608,0.8966522,0.0444072,1.0059363,1.0014763,0.0300565,1.0142918,0.6452084,0.0349071,1.0318967,0.7341921,0.45703,0.9955786,0.9331663,0.4574895,1.0070608,0.8966522,0.5988174,1.0059363,1.0014763,0.1796627,1.0142918,0.6452084,0.1482509,1.0318967,0.7341921,0.7250021,1.2517224,1.0003959,-2.701399,0.946904,1.2517224,0.183838,0.8788449,0.9649105,1.2517224,0.1204864,0.7375737,0.0035341,18592.5404026,-20759.8059679,-20760.1554551,-20759.5993319,0.9929433,18592.5404026,-64.3246674,-61.3889246,-63.068419,0.7580054,18592.5404026,2233.3591222,2229.5776607,2230.4481834
PSA,0.0526192,0.9101116,24.4105131,0.1570571,0.9663331,26.454783,0.2249284,0.9669645,26.8161876,0.2278086,0.9596307,26.9898512,0.3181621,0.9640303,28.4638115,0.3137279,0.9101116,24.4105131,0.4270486,0.9663331,26.454783,0.0195717,0.9669645,26.8161876,0.046525,0.9596307,26.9898512,0.0541257,0.9640303,28.4638115,0.3941448,0.9101116,24.4105131,0.5333083,0.9663331,26.454783,0.1770083,0.9669645,26.8161876,0.3294557,0.9596307,26.9898512,0.5102835,0.9640303,28.4638115,0.5505372,0.9101116,24.4105131,0.3616526,0.9663331,26.454783,0.4270088,0.9669645,26.8161876,0.4227311,0.9596307,26.9898512,0.6010495,0.9640303,28.4638115,0.1394934,0.9101116,24.4105131,0.3156214,0.9663331,26.454783,0.3826926,0.9669645,26.8161876,0.5107113,0.9596307,26.9898512,0.6092501,0.9640303,28.4638115,0.2428621,25.6131064,10.6341727,7.436068,0.7821309,25.6131064,-2.493295,-0.604402,0.0046855,25.6131064,26.1463681,-24.5321573,0.9939212,16513.2293078,174.6759731,173.4097932,169.7202845,0.7600781,16513.2293078,6991.8221577,6995.0161853,6991.3635408,0.2917918,16513.2293078,-23659.3898867,-23652.7718082,-23652.3629292
PYPL,0.8773973,0.990557,0.2922785,0.9250665,1.0413463,0.3261706,0.5806454,1.0391152,0.455952,0.6735219,1.0555284,0.3519549,0.7597879,1.1000206,0.5814287,0.1113864,0.990557,0.2922785,0.2526783,1.0413463,0.3261706,0.4415348,1.0391152,0.455952,0.5030571,1.0555284,0.3519549,0.4402254,1.1000206,0.5814287,0.6679402,0.990557,0.2922785,0.6661713,1.0413463,0.3261706,0.7014923,1.0391152,0.455952,0.8161883,1.0555284,0.3519549,0.533115,1.1000206,0.5814287,0.6268791,0.990557,0.2922785,0.8658051,1.0413463,0.3261706,0.9471371,1.0391152,0.455952,0.9773741,1.0555284,0.3519549,0.8526831,1.1000206,0.5814287,0.9241203,0.990557,0.2922785,0.8615066,1.0413463,0.3261706,0.9056168,1.0391152,0.455952,0.9664495,1.0555284,0.3519549,0.8743321,1.1000206,0.5814287,0.6496964,-1.0510614,-3.4485121,7.1337876,0.3926171,-1.0510614,-6.564098,3.6336074,0.127297,-1.0510614,-11.6496945,2.3382274,0.1599581,-42043.9775244,29942.5889778,29940.8464544,29940.8322957,0.4501475,-42043.9775244,16289.7408351,16287.7576984,16286.4746094,0.8456292,-42043.9775244,-4183.6130261,-4184.7476416,-4184.7056582
RIO,0.6652204,0.9809197,1.2697105,0.9010846,0.9413097,1.180469,0.9752635,0.9308856,1.0393191,0.3767438,0.9323206,1.0261662,0.4696434,0.9288601,0.8532081,0.0412676,0.9809197,1.2697105,0.1284591,0.9413097,1.180469,0.1283226,0.9308856,1.0393191,0.2072011,0.9323206,1.0261662,0.3202989,0.9288601,0.8532081,0.9647443,0.9809197,1.2697105,0.921792,0.9413097,1.180469,0.6860292,0.9308856,1.0393191,0.4625897,0.9323206,1.0261662,0.4915191,0.9288601,0.8532081,0.8153522,0.9809197,1.2697105,0.8907938,0.9413097,1.180469,0.7159782,0.9308856,1.0393191,0.7843907,0.9323206,1.0261662,0.8576622,0.9288601,0.8532081,0.8526956,0.9809197,1.2697105,0.7029808,0.9413097,1.180469,0.7900739,0.9308856,1.0393191,0.8226803,0.9323206,1.0261662,0.8709306,0.9288601,0.8532081,0.5386769,1.3051737,1.1316114,-1.9304393,0.9645474,1.3051737,0.0816947,-0.4511298,0.486495,1.3051737,-1.2740969,1.5537664,0.9232549,9286.0300376,-493.939773,-494.206039,-493.6294432,0.3891119,9286.0300376,-4452.3233847,-4452.5363715,-4451.7295554,0.3974512,9286.0300376,-4339.2912809,-4338.0815538,-4338.3939719
RTX,0.5765534,1.0031299,0.1783786,0.1289752,0.8798137,0.0435821,0.1679519,0.8683761,-0.0307469,0.2174074,0.8666455,-0.0223591,0.213684,0.8683918,-0.2156332,0.6399327,1.0031299,0.1783786,0.8980403,0.8798137,0.0435821,0.9701168,0.8683761,-0.0307469,0.9712932,0.8666455,-0.0223591,0.9505684,0.8683918,-0.2156332,0.3388685,1.0031299,0.1783786,0.580247,0.8798137,0.0435821,0.6628123,0.8683761,-0.0307469,0.6114061,0.8666455,-0.0223591,0.6856378,0.8683918,-0.2156332,0.3263056,1.0031299,0.1783786,0.4062535,0.8798137,0.0435821,0.5920061,0.8683761,-0.0307469,0.4892946,0.8666455,-0.0223591,0.429792,0.8683918,-0.2156332,0.0956981,1.0031299,0.1783786,0.1171549,0.8798137,0.0435821,0.1976522,0.8683761,-0.0307469,0.2873336,0.8666455,-0.0223591,0.382468,0.8683918,-0.2156332,0.7894804,-0.1862822,-0.6174843,-0.1579146,0.0595382,-0.1862822,4.3219318,-0.2713323,0.3135278,-0.1862822,-2.3201429,0.7313091,0.9250755,-5510.2022759,-796.1928733,-795.9462231,-794.381863,0.9470733,-5510.2022759,541.8735948,541.8736387,543.0124952,0.4836356,-5510.2022759,5764.0986085,5763.1969123,5763.0499531
RY,0.9355221,1.0029468,0.5664604,0.9985833,1.1178676,0.8732215,0.9988455,1.1303381,0.5617116,0.9985098,1.125164,0.6449459,0.9981302,1.1293288,-0.0126576,0.8443228,1.0029468,0.5664604,0.8298794,1.1178676,0.8732215,0.4735912,1.1303381,0.5617116,0.5667582,1.125164,0.6449459,0.3088541,1.1293288,-0.0126576,0.9658336,1.0029468,0.5664604,0.9664571,1.1178676,0.8732215,0.6589793,1.1303381,0.5617116,0.5823237,1.125164,0.6449459,0.3761072,1.1293288,-0.0126576,0.4174731,1.0029468,0.5664604,0.7340073,1.1178676,0.8732215,0.21801,1.1303381,0.5617116,0.229665,1.125164,0.6449459,0.2940054,1.1293288,-0.0126576,0.4448192,1.0029468,0.5664604,0.7523656,1.1178676,0.8732215,0.6708486,1.1303381,0.5617116,0.8111572,1.125164,0.6449459,0.8983851,1.1293288,-0.0126576,0.8795152,-0.8077451,0.5488987,0.6793722,0.9957768,-0.8077451,0.0193271,0.7963962,0.2117781,-0.8077451,-4.4676464,4.8976388,0.1316058,-19070.2288769,17125.659781,17125.0107263,17126.836322,0.6482727,-19070.2288769,-5179.7950453,-5180.022121,-5180.8429326,0.5384508,-19070.2288769,7126.7673155,7123.5833163,7126.134709
