Date,Revenue,NetIncome,OperatingIncome,GrossProfit,Assets,Equity,CurrentAssets,CurrentLiabilities,Cash,OperatingCashFlow,EPS,SharesOutstanding,Ticker
2025-09-30,28041000000.0,1786000000.0,2596000000.0,7979000000.0,71358000000.0,26177000000.0,13147000000.0,21512000000.0,,2117000000.0,1.37,,MDLZ
2025-12-31,38537000000.0,2451000000.0,3548000000.0,10935000000.0,71487000000.0,25838000000.0,12951000000.0,21864000000.0,,4514000000.0,1.89,,MDLZ
2021-03-31,,9497000000.0,11378000000.0,,163523000000.0,133657000000.0,77322000000.0,12717000000.0,19513000000.0,12242000000.0,3.3,2847000000.0,META
2021-06-30,,10394000000.0,12367000000.0,,170609000000.0,138227000000.0,80697000000.0,14874000000.0,16186000000.0,25489000000.0,3.61,2834000000.0,META
2021-09-30,,9194000000.0,10423000000.0,,169585000000.0,133360000000.0,75421000000.0,17812000000.0,14496000000.0,39579000000.0,3.22,2814000000.0,META
2021-12-31,,39370000000.0,46753000000.0,,165987000000.0,124879000000.0,66666000000.0,21135000000.0,16601000000.0,57683000000.0,13.77,2815000000.0,META
2022-03-31,,7465000000.0,8524000000.0,,164218000000.0,123228000000.0,59265000000.0,21086000000.0,14886000000.0,14076000000.0,2.72,2725000000.0,META
2022-06-30,,6687000000.0,8358000000.0,,169779000000.0,125767000000.0,55987000000.0,22217000000.0,12681000000.0,26272000000.0,2.46,2704000000.0,META
2022-09-30,,18547000000.0,22545000000.0,,178894000000.0,124094000000.0,58315000000.0,22687000000.0,14308000000.0,35964000000.0,6.82,2703000000.0,META
2022-12-31,,23200000000.0,28944000000.0,,185727000000.0,125713000000.0,59549000000.0,27026000000.0,14681000000.0,50475000000.0,8.59,2687000000.0,META
2023-03-31,,5709000000.0,7227000000.0,,184491000000.0,124795000000.0,52483000000.0,25381000000.0,11551000000.0,13998000000.0,2.2,2587000000.0,META
2023-06-30,,13498000000.0,9392000000.0,,206688000000.0,134033000000.0,69560000000.0,29921000000.0,28785000000.0,31307000000.0,5.18,2568000000.0,META
2023-09-30,,25081000000.0,30367000000.0,,216274000000.0,142873000000.0,78378000000.0,30531000000.0,36890000000.0,51709000000.0,9.56,2577000000.0,META
2023-12-31,,39098000000.0,46751000000.0,,229623000000.0,153168000000.0,85365000000.0,31960000000.0,41862000000.0,71113000000.0,14.87,2574000000.0,META
2024-03-31,,12369000000.0,13818000000.0,,222844000000.0,149529000000.0,75330000000.0,28101000000.0,32307000000.0,19246000000.0,4.71,2545000000.0,META
2024-06-30,,13465000000.0,28665000000.0,,230238000000.0,156763000000.0,76431000000.0,27004000000.0,32045000000.0,38616000000.0,5.16,2540000000.0,META
2024-09-30,,15688000000.0,17350000000.0,,256408000000.0,164529000000.0,91067000000.0,33330000000.0,43852000000.0,63340000000.0,6.03,2529000000.0,META
2024-12-31,,62360000000.0,69380000000.0,,276054000000.0,182637000000.0,100045000000.0,33596000000.0,43889000000.0,91328000000.0,23.86,2534000000.0,META
2025-03-31,,16644000000.0,17555000000.0,,280213000000.0,185029000000.0,90227000000.0,33890000000.0,28750000000.0,24026000000.0,6.43,2527000000.0,META
2025-06-30,,18337000000.0,20441000000.0,,294744000000.0,195070000000.0,73613000000.0,37305000000.0,12005000000.0,49587000000.0,7.14,2518000000.0,META
2025-09-30,,37690000000.0,58531000000.0,,303844000000.0,194066000000.0,73118000000.0,36958000000.0,10187000000.0,79586000000.0,14.62,2520000000.0,META
2025-12-31,,60458000000.0,83276000000.0,,366021000000.0,217243000000.0,108722000000.0,41836000000.0,35873000000.0,115800000000.0,23.49,2521000000.0,META
2021-03-31,1243816000.0,315194000.0,414146000.0,714935000.0,6534366000.0,5459437000.0,3433872000.0,788861000.0,1178879000.0,175473000.0,,528439000.0,MNST
2021-06-30,1461934000.0,718956000.0,940123000.0,1551775000.0,7071543000.0,5905498000.0,3950675000.0,887527000.0,1584239000.0,586586000.0,,528857000.0,MNST
2021-09-30,4116308000.0,1056161000.0,444464000.0,789158000.0,7449408000.0,6244997000.0,4383673000.0,932240000.0,1712671000.0,927982000.0,,529132000.0,MNST
2021-12-31,5541352000.0,1377475000.0,1797467000.0,3108513000.0,7804784000.0,6566951000.0,4682110000.0,965076000.0,1326462000.0,1155741000.0,,529323000.0,MNST
2022-03-31,1518574000.0,294203000.0,399489000.0,776667000.0,8187459000.0,6866672000.0,4743666000.0,1044361000.0,1014786000.0,-351000.0,,529642000.0,MNST
2022-06-30,1655260000.0,567563000.0,772439000.0,779861000.0,8175012000.0,6809178000.0,4696620000.0,1093608000.0,1132039000.0,130663000.0,,526772000.0,MNST
2022-09-30,1624286000.0,889950000.0,417930000.0,833725000.0,8204805000.0,6815760000.0,4696691000.0,1121717000.0,1303048000.0,589186000.0,,523965000.0,MNST
2022-12-31,6311050000.0,1191624000.0,1584721000.0,3174567000.0,8293105000.0,7025041000.0,4764897000.0,1001978000.0,1307141000.0,887699000.0,,1044600000.0,MNST
2023-03-31,1698930000.0,397444000.0,485064000.0,897849000.0,8844362000.0,7395360000.0,5294609000.0,1187511000.0,1672660000.0,424475000.0,,1046616000.0,MNST
2023-06-30,1854961000.0,811315000.0,1008870000.0,974222000.0,9263338000.0,7841464000.0,5654113000.0,1162580000.0,1869774000.0,763162000.0,,1047485000.0,MNST
2023-09-30,1856028000.0,1264009000.0,510527000.0,983763000.0,9314338000.0,7873149000.0,5311515000.0,1178802000.0,1773849000.0,1283426000.0,,1040420000.0,MNST
2023-12-31,7140027000.0,1630988000.0,1953355000.0,3794206000.0,9686522000.0,8228744000.0,5588996000.0,1161689000.0,2297675000.0,1717753000.0,,1041571000.0,MNST
2024-03-31,1899098000.0,442049000.0,541991000.0,1027129000.0,10098066000.0,8577789000.0,6035514000.0,1228828000.0,2576524000.0,412142000.0,,1041698000.0,MNST
2024-06-30,1900597000.0,867418000.0,1069154000.0,1019506000.0,8060904000.0,5866323000.0,3954297000.0,1160523000.0,1564734000.0,848433000.0,,983380000.0,MNST
2024-09-30,1880973000.0,370919000.0,479916000.0,999799000.0,8053301000.0,5779400000.0,3897758000.0,1245144000.0,1625339000.0,1466832000.0,,972450000.0,MNST
2024-12-31,7492709000.0,1509048000.0,1930294000.0,4048878000.0,7719089000.0,5957718000.0,3641504000.0,1097519000.0,1533287000.0,1928533000.0,,973079000.0,MNST
2025-03-31,1854558000.0,442993000.0,569745000.0,1047962000.0,8227028000.0,6519439000.0,4135419000.0,1225357000.0,1903419000.0,507600000.0,,975143000.0,MNST
2025-06-30,2111593000.0,488794000.0,631622000.0,1176413000.0,8729888000.0,7191304000.0,4429340000.0,1258618000.0,1926927000.0,973616000.0,,976398000.0,MNST
2025-09-30,6163290000.0,1456242000.0,1876720000.0,3448862000.0,9611273000.0,7745160000.0,5066217000.0,1590420000.0,2292939000.0,1718762000.0,,976997000.0,MNST
2025-12-31,8294343000.0,1905432000.0,2419354000.0,4632195000.0,9988945000.0,8254108000.0,5361084000.0,1447780000.0,2088117000.0,2098177000.0,,978113000.0,MNST
2021-03-31,,1424000000.0,2690000000.0,3272000000.0,48776000000.0,2913000000.0,8029000000.0,10004000000.0,5792000000.0,3040000000.0,0.77,,MO
2021-06-30,,2149000000.0,3186000000.0,3732000000.0,44388000000.0,3257000000.0,4184000000.0,5783000000.0,1877000000.0,2679000000.0,1.93,,MO
2021-09-30,,-2722000000.0,2951000000.0,3673000000.0,39564000000.0,-1267000000.0,6020000000.0,8112000000.0,2957000000.0,5742000000.0,-1.48,,MO
2021-12-31,,2475000000.0,11560000000.0,13992000000.0,39523000000.0,-1606000000.0,6083000000.0,8579000000.0,4544000000.0,8405000000.0,1.34,1823175618.0,MO
2022-03-31,,1959000000.0,2884000000.0,3373000000.0,40235000000.0,,6762000000.0,10928000000.0,5353000000.0,3075000000.0,1.08,,MO
2022-06-30,,2850000000.0,3105000000.0,7039000000.0,36746000000.0,,4086000000.0,8311000000.0,2567000000.0,2561000000.0,1.57,,MO
2022-09-30,,224000000.0,3112000000.0,3697000000.0,33953000000.0,,4020000000.0,8097000000.0,2483000000.0,5637000000.0,0.12,,MO
2022-12-31,,5764000000.0,11919000000.0,14246000000.0,36954000000.0,-3973000000.0,7220000000.0,8616000000.0,4030000000.0,8256000000.0,3.19,1785534122.0,MO
2023-03-31,,1787000000.0,2757000000.0,3329000000.0,36826000000.0,-3876000000.0,7152000000.0,9146000000.0,3913000000.0,2984000000.0,1.0,,MO
2023-06-30,,2117000000.0,2905000000.0,3757000000.0,37151000000.0,-3827000000.0,4338000000.0,11664000000.0,874000000.0,3108000000.0,1.19,,MO
2023-09-30,,2166000000.0,3089000000.0,3699000000.0,36469000000.0,-3407000000.0,3390000000.0,10381000000.0,1537000000.0,6060000000.0,1.22,,MO
2023-12-31,,8130000000.0,11547000000.0,14284000000.0,38570000000.0,-3540000000.0,5585000000.0,11319000000.0,3686000000.0,9287000000.0,4.57,1763461775.0,MO
2024-03-31,,2129000000.0,2674000000.0,3280000000.0,36475000000.0,-5114000000.0,5198000000.0,10935000000.0,3608000000.0,2877000000.0,1.21,,MO
2024-06-30,,3803000000.0,2533000000.0,3675000000.0,34387000000.0,-3016000000.0,3540000000.0,7782000000.0,1799000000.0,2802000000.0,2.21,,MO
2024-09-30,,2293000000.0,3152000000.0,3808000000.0,34167000000.0,-3468000000.0,3499000000.0,7996000000.0,1897000000.0,5413000000.0,1.34,,MO
2024-12-31,,11264000000.0,11241000000.0,14367000000.0,35177000000.0,-2238000000.0,4513000000.0,8781000000.0,3127000000.0,8753000000.0,6.54,1690651867.0,MO
2025-03-31,,1077000000.0,1788000000.0,3249000000.0,35760000000.0,-3510000000.0,6080000000.0,10655000000.0,4726000000.0,2720000000.0,0.63,,MO
2025-06-30,,2378000000.0,3230000000.0,3850000000.0,32332000000.0,-3256000000.0,2632000000.0,6788000000.0,1287000000.0,2925000000.0,1.41,,MO
2025-09-30,,5830000000.0,8248000000.0,10911000000.0,35008000000.0,-2646000000.0,5119000000.0,8286000000.0,3472000000.0,6019000000.0,3.45,,MO
2025-12-31,,6947000000.0,9899000000.0,14542000000.0,35017000000.0,-3502000000.0,5932000000.0,9154000000.0,4474000000.0,9290000000.0,4.12,1674318297.0,MO
2021-03-31,10627000000.0,3179000000.0,2987000000.0,,90847000000.0,26945000000.0,26909000000.0,26361000000.0,6981000000.0,1791000000.0,1.25,2531000000.0,MRK
2021-06-30,11402000000.0,1545000000.0,1717000000.0,,90688000000.0,33294000000.0,28665000000.0,21906000000.0,8575000000.0,,0.61,2532000000.0,MRK
2021-09-30,13154000000.0,4567000000.0,9970000000.0,,93494000000.0,35794000000.0,31058000000.0,23728000000.0,10016000000.0,,1.8,2530000000.0,MRK
2021-12-31,48704000000.0,13049000000.0,13879000000.0,,105694000000.0,38184000000.0,30266000000.0,23872000000.0,8096000000.0,,5.14,2530000000.0,MRK
2022-03-31,15901000000.0,4310000000.0,4861000000.0,,106668000000.0,40883000000.0,31184000000.0,22316000000.0,8556000000.0,4761000000.0,1.7,2528000000.0,MRK
2022-06-30,14593000000.0,3944000000.0,9348000000.0,,107095000000.0,43243000000.0,32116000000.0,23168000000.0,9675000000.0,9063000000.0,1.55,2529000000.0,MRK
2022-09-30,14959000000.0,3248000000.0,3583000000.0,,107081000000.0,44458000000.0,33561000000.0,22998000000.0,11145000000.0,14665000000.0,1.28,2533000000.0,MRK
2022-12-31,59283000000.0,14519000000.0,16444000000.0,,109160000000.0,45991000000.0,35722000000.0,24239000000.0,12694000000.0,19095000000.0,5.71,2532000000.0,MRK
2023-03-31,14487000000.0,2821000000.0,3650000000.0,,107796000000.0,46834000000.0,33402000000.0,23131000000.0,9707000000.0,1339000000.0,1.11,2538000000.0,MRK
2023-06-30,15035000000.0,-5975000000.0,-1685000000.0,,104469000000.0,38693000000.0,29977000000.0,23394000000.0,5660000000.0,5043000000.0,-2.35,2539000000.0,MRK
2023-09-30,15962000000.0,4745000000.0,5620000000.0,,106727000000.0,41246000000.0,31954000000.0,23094000000.0,8605000000.0,12760000000.0,1.86,2537000000.0,MRK
2023-12-31,60115000000.0,365000000.0,1889000000.0,,106675000000.0,37581000000.0,32168000000.0,25694000000.0,6841000000.0,13006000000.0,0.14,2537000000.0,MRK
2024-03-31,15775000000.0,4762000000.0,5670000000.0,,105849000000.0,40364000000.0,31445000000.0,25099000000.0,5579000000.0,3090000000.0,1.87,2533000000.0,MRK
2024-06-30,16112000000.0,5455000000.0,6006000000.0,,112630000000.0,43582000000.0,38205000000.0,26060000000.0,11304000000.0,8727000000.0,2.14,2534000000.0,MRK
2024-09-30,16657000000.0,3157000000.0,4090000000.0,,117532000000.0,44502000000.0,40361000000.0,29586000000.0,14593000000.0,18018000000.0,1.24,2534000000.0,MRK
2024-12-31,64168000000.0,17117000000.0,19936000000.0,,117106000000.0,46313000000.0,38782000000.0,28420000000.0,13242000000.0,21468000000.0,6.74,2532000000.0,MRK
2025-03-31,15529000000.0,5079000000.0,5903000000.0,,115122000000.0,48335000000.0,35503000000.0,25174000000.0,8629000000.0,2500000000.0,2.01,2523000000.0,MRK
2025-06-30,15806000000.0,4427000000.0,4999000000.0,,117523000000.0,48993000000.0,37065000000.0,26037000000.0,8007000000.0,5793000000.0,1.76,2510000000.0,MRK
2025-09-30,48611000000.0,15291000000.0,17647000000.0,,129546000000.0,51850000000.0,47557000000.0,28628000000.0,18169000000.0,13615000000.0,6.08,2509000000.0,MRK
2025-12-31,65011000000.0,18254000000.0,21067000000.0,,136866000000.0,52606000000.0,43516000000.0,28327000000.0,14565000000.0,16472000000.0,7.28,2502000000.0,MRK
2021-03-31,,4120000000.0,5344000000.0,,1158772000000.0,106259000000.0,,,118118000000.0,26879000000.0,2.19,1868925320.0,MS
2021-06-30,,3511000000.0,4566000000.0,,1161805000000.0,106870000000.0,,,126480000000.0,31494000000.0,1.85,1834370291.0,MS
2021-09-30,,3707000000.0,14784000000.0,,1190476000000.0,105903000000.0,,,123863000000.0,33622000000.0,1.98,1798908848.0,MS
2021-12-31,,15034000000.0,19668000000.0,,1188140000000.0,105441000000.0,,,127725000000.0,33971000000.0,8.03,1772226530.0,MS
2022-03-31,,3666000000.0,4588000000.0,,1222233000000.0,102901000000.0,,,136086000000.0,239000000.0,2.02,1756153374.0,MS
2022-06-30,,6161000000.0,3319000000.0,,1173776000000.0,101596000000.0,,,131286000000.0,15152000000.0,3.41,1723083208.0,MS
2022-09-30,,2632000000.0,3388000000.0,,1160029000000.0,101011000000.0,,,111696000000.0,7599000000.0,1.47,1694051265.0,MS
2022-12-31,,11029000000.0,14089000000.0,,1180231000000.0,100141000000.0,,,128127000000.0,-6397000000.0,6.15,1675487409.0,MS
2023-03-31,,2980000000.0,3760000000.0,,1199904000000.0,100826000000.0,,,111258000000.0,-9865000000.0,1.7,1670318320.0,MS
2023-06-30,,2182000000.0,2812000000.0,,1164911000000.0,100386000000.0,,,104994000000.0,-19531000000.0,1.24,1658733133.0,MS
2023-09-30,,2408000000.0,3145000000.0,,1169013000000.0,99211000000.0,,,108401000000.0,-15784000000.0,1.38,1642250165.0,MS
2023-12-31,,9087000000.0,11813000000.0,,1193693000000.0,99038000000.0,,,89232000000.0,-33536000000.0,5.18,1626828437.0,MS
2024-03-31,,3412000000.0,4395000000.0,,1228503000000.0,99198000000.0,,,102305000000.0,4360000000.0,2.02,1626657461.0,MS
2024-06-30,,3076000000.0,4074000000.0,,1212447000000.0,100714000000.0,,,90160000000.0,6885000000.0,1.82,1619075147.0,MS
2024-09-30,,3188000000.0,4221000000.0,,1258027000000.0,103647000000.0,,,91084000000.0,-10438000000.0,1.88,1612068430.0,MS
2024-12-31,,13390000000.0,17596000000.0,,1215071000000.0,104511000000.0,,,105386000000.0,1362000000.0,7.95,1606653706.0,MS
2025-03-31,,4315000000.0,5544000000.0,,1300296000000.0,106812000000.0,,,90739000000.0,-23976000000.0,2.6,1606806297.0,MS
2025-06-30,,3539000000.0,4622000000.0,,1353870000000.0,108184000000.0,,,109130000000.0,-12147000000.0,2.13,1598299431.0,MS
2025-09-30,,12464000000.0,16194000000.0,,1364806000000.0,109962000000.0,,,103734000000.0,-15479000000.0,7.53,1591091689.0,MS
2025-12-31,,16861000000.0,21954000000.0,,1420270000000.0,111632000000.0,,,111695000000.0,-17889000000.0,10.21,1582834137.0,MS
2021-03-31,,15457000000.0,17048000000.0,28661000000.0,308879000000.0,134505000000.0,165614000000.0,72193000000.0,13702000000.0,22179000000.0,2.03,7534000000.0,MSFT
2021-06-30,,61271000000.0,69916000000.0,115856000000.0,333779000000.0,141988000000.0,184406000000.0,88657000000.0,14224000000.0,76740000000.0,8.05,7519000000.0,MSFT
2021-09-30,,20505000000.0,20238000000.0,31671000000.0,335418000000.0,151978000000.0,174326000000.0,80528000000.0,19165000000.0,24540000000.0,2.71,7510000000.0,MSFT
2021-12-31,,18765000000.0,22247000000.0,34768000000.0,340389000000.0,160010000000.0,174188000000.0,77510000000.0,20604000000.0,14480000000.0,2.48,7500000000.0,MSFT
2022-03-31,,55998000000.0,20364000000.0,33745000000.0,344607000000.0,162924000000.0,153922000000.0,77439000000.0,12498000000.0,64406000000.0,7.41,7483000000.0,MSFT
2022-06-30,,72738000000.0,83383000000.0,135620000000.0,364840000000.0,166542000000.0,169684000000.0,95082000000.0,13931000000.0,89035000000.0,9.65,7464000000.0,MSFT
2022-09-30,,17556000000.0,21518000000.0,34670000000.0,359784000000.0,173566000000.0,160812000000.0,87389000000.0,22884000000.0,23198000000.0,2.35,7457000000.0,MSFT
2022-12-31,,16425000000.0,41917000000.0,35259000000.0,364552000000.0,183136000000.0,157823000000.0,81718000000.0,15646000000.0,34371000000.0,2.2,7447000000.0,MSFT
2023-03-31,,52280000000.0,22352000000.0,36729000000.0,380088000000.0,194683000000.0,163889000000.0,85691000000.0,26562000000.0,24441000000.0,6.99,7437000000.0,MSFT
2023-06-30,,72361000000.0,88523000000.0,146052000000.0,411976000000.0,206223000000.0,184257000000.0,104149000000.0,34704000000.0,87582000000.0,9.68,7432000000.0,MSFT
2023-09-30,,22291000000.0,26895000000.0,40215000000.0,445785000000.0,220714000000.0,207586000000.0,124792000000.0,80452000000.0,30583000000.0,2.99,7431000000.0,MSFT
2023-12-31,,21870000000.0,27032000000.0,82612000000.0,470558000000.0,238268000000.0,147393000000.0,121016000000.0,17305000000.0,18853000000.0,2.93,7432000000.0,MSFT
2024-03-31,,21939000000.0,81508000000.0,43353000000.0,484275000000.0,253152000000.0,147180000000.0,118525000000.0,19634000000.0,31917000000.0,2.94,7433000000.0,MSFT
2024-06-30,,88136000000.0,109433000000.0,171008000000.0,512163000000.0,268477000000.0,159734000000.0,125286000000.0,18315000000.0,118548000000.0,11.8,7434000000.0,MSFT
2024-09-30,,24667000000.0,30552000000.0,45486000000.0,523013000000.0,287723000000.0,149926000000.0,115200000000.0,20840000000.0,34180000000.0,3.3,7436000000.0,MSFT
2024-12-31,,24108000000.0,31653000000.0,47833000000.0,533898000000.0,302695000000.0,147080000000.0,108882000000.0,17482000000.0,22291000000.0,3.23,7435000000.0,MSFT
2025-03-31,,25824000000.0,32000000000.0,48147000000.0,562624000000.0,321891000000.0,156644000000.0,114206000000.0,28828000000.0,37044000000.0,3.46,7434000000.0,MSFT
2025-06-30,,101832000000.0,128528000000.0,193893000000.0,619003000000.0,343479000000.0,191131000000.0,141218000000.0,30242000000.0,136162000000.0,13.64,7434000000.0,MSFT
2025-09-30,,27747000000.0,37961000000.0,53630000000.0,636351000000.0,363076000000.0,189066000000.0,134996000000.0,28849000000.0,45057000000.0,3.72,7434000000.0,MSFT
2025-12-31,,38458000000.0,38275000000.0,55295000000.0,665302000000.0,390875000000.0,180190000000.0,130005000000.0,24296000000.0,35758000000.0,5.16,7429000000.0,MSFT
2021-03-04,,1406000000.0,663000000.0,1649000000.0,54135000000.0,40663000000.0,17279000000.0,5433000000.0,6507000000.0,5024000000.0,0.53,1121000000.0,MU
2021-06-03,,1735000000.0,3328000000.0,6511000000.0,55943000000.0,42259000000.0,18561000000.0,5462000000.0,7759000000.0,8584000000.0,2.75,1120000000.0,MU
2021-09-02,,5861000000.0,6283000000.0,10423000000.0,58849000000.0,43933000000.0,19907000000.0,6424000000.0,7763000000.0,12468000000.0,5.14,1119000000.0,MU
2021-12-02,,2306000000.0,2631000000.0,3565000000.0,61246000000.0,45908000000.0,20191000000.0,6512000000.0,8680000000.0,3938000000.0,2.04,1120000000.0,MU
2022-03-03,,4569000000.0,2546000000.0,3676000000.0,63696000000.0,47845000000.0,21502000000.0,6918000000.0,9116000000.0,7566000000.0,2.0,1118000000.0,MU
2022-06-02,,2626000000.0,3004000000.0,4035000000.0,65296000000.0,49281000000.0,22708000000.0,7009000000.0,9157000000.0,11404000000.0,2.34,1105000000.0,MU
2022-09-01,,8687000000.0,9702000000.0,13898000000.0,66283000000.0,49907000000.0,21781000000.0,7539000000.0,8262000000.0,15181000000.0,7.75,1094000000.0,MU
2022-12-01,,-195000000.0,-209000000.0,893000000.0,67874000000.0,49306000000.0,22921000000.0,6525000000.0,9574000000.0,943000000.0,-0.18,1091000000.0,MU
2023-03-02,,-2507000000.0,-2303000000.0,-1206000000.0,66520000000.0,47257000000.0,21898000000.0,5255000000.0,9798000000.0,1286000000.0,-2.12,1094000000.0,MU
2023-06-01,,-1896000000.0,-1761000000.0,-668000000.0,65680000000.0,45405000000.0,21734000000.0,5104000000.0,9298000000.0,1310000000.0,-1.73,1095000000.0,MU
2023-08-31,,-5833000000.0,-5745000000.0,-1416000000.0,64254000000.0,44120000000.0,21244000000.0,4765000000.0,8577000000.0,1559000000.0,-5.34,1098000000.0,MU
2023-11-30,,-1234000000.0,-1128000000.0,-35000000.0,63776000000.0,42885000000.0,21058000000.0,5962000000.0,8075000000.0,1401000000.0,-1.12,1104000000.0,MU
2024-02-29,,-441000000.0,-937000000.0,1044000000.0,65718000000.0,43870000000.0,23435000000.0,6259000000.0,8016000000.0,2620000000.0,-0.4,1107000000.0,MU
2024-05-30,,332000000.0,719000000.0,1832000000.0,66255000000.0,44225000000.0,23319000000.0,6840000000.0,7594000000.0,5102000000.0,0.3,1109000000.0,MU
2024-08-29,,778000000.0,1304000000.0,5613000000.0,69416000000.0,45131000000.0,24372000000.0,9248000000.0,7041000000.0,8507000000.0,0.7,1109000000.0,MU
2024-11-28,,1870000000.0,2174000000.0,3348000000.0,71461000000.0,46797000000.0,24493000000.0,9015000000.0,6693000000.0,3244000000.0,1.67,1114000000.0,MU
2025-02-27,,1583000000.0,1773000000.0,2963000000.0,73053000000.0,48633000000.0,24689000000.0,7877000000.0,7552000000.0,7186000000.0,1.41,1118000000.0,MU
2025-05-29,,1885000000.0,2169000000.0,3508000000.0,78397000000.0,50748000000.0,27919000000.0,10135000000.0,10163000000.0,11795000000.0,1.68,1119000000.0,MU
2025-08-28,,8539000000.0,9770000000.0,14873000000.0,82798000000.0,54165000000.0,28841000000.0,11454000000.0,9642000000.0,17525000000.0,7.59,1122000000.0,MU
2025-11-27,,5240000000.0,6136000000.0,7646000000.0,85971000000.0,58806000000.0,29665000000.0,12060000000.0,9731000000.0,8411000000.0,4.6,1126000000.0,MU
2021-03-31,,1666000000.0,669000000.0,,132441000000.0,37378000000.0,8237000000.0,15783000000.0,1462000000.0,1292000000.0,0.84,1961000000.0,NEE
2021-06-30,,1922000000.0,1179000000.0,,135013000000.0,36932000000.0,8061000000.0,16818000000.0,884000000.0,3495000000.0,0.13,1962000000.0,NEE
2021-09-30,,447000000.0,379000000.0,,139163000000.0,36649000000.0,9572000000.0,20456000000.0,692000000.0,6236000000.0,0.23,1962000000.0,NEE
2021-12-31,,3573000000.0,2913000000.0,,140912000000.0,37202000000.0,9288000000.0,17437000000.0,639000000.0,7553000000.0,1.81,1963000000.0,NEE
2022-03-31,,-451000000.0,-775000000.0,,144945000000.0,35887000000.0,10988000000.0,22423000000.0,1477000000.0,1962000000.0,-0.23,1964000000.0,NEE
2022-06-30,,1380000000.0,173000000.0,,151770000000.0,36439000000.0,14332000000.0,26821000000.0,2861000000.0,4793000000.0,0.47,1965000000.0,NEE
2022-09-30,,2625000000.0,2035000000.0,,156409000000.0,38629000000.0,12891000000.0,27793000000.0,2508000000.0,7267000000.0,0.86,1987000000.0,NEE
2022-12-31,,4147000000.0,4081000000.0,,158935000000.0,39229000000.0,13490000000.0,26695000000.0,1601000000.0,8262000000.0,2.1,1987000000.0,NEE
2023-03-31,,2086000000.0,2942000000.0,,165357000000.0,42896000000.0,13549000000.0,25377000000.0,2275000000.0,1673000000.0,1.04,2023000000.0,NEE
2023-06-30,,4881000000.0,2799000000.0,,168275000000.0,44793000000.0,13122000000.0,24871000000.0,1577000000.0,4759000000.0,1.38,2024000000.0,NEE
2023-09-30,,1219000000.0,1836000000.0,,171674000000.0,47095000000.0,14244000000.0,28496000000.0,1568000000.0,8423000000.0,0.6,2052000000.0,NEE
2023-12-31,,7310000000.0,10237000000.0,,177489000000.0,47468000000.0,15361000000.0,27963000000.0,2690000000.0,11301000000.0,3.6,2052000000.0,NEE
2024-03-31,,2268000000.0,2013000000.0,,179950000000.0,48641000000.0,12680000000.0,24803000000.0,1642000000.0,3077000000.0,1.1,2055000000.0,NEE
2024-06-30,,1622000000.0,1670000000.0,,184724000000.0,49140000000.0,12803000000.0,26231000000.0,1551000000.0,7010000000.0,0.79,2055000000.0,NEE
2024-09-30,,1852000000.0,2856000000.0,,186013000000.0,50051000000.0,12180000000.0,29647000000.0,2263000000.0,11279000000.0,0.9,2056000000.0,NEE
2024-12-31,,6946000000.0,7479000000.0,,190144000000.0,50101000000.0,11951000000.0,25355000000.0,1487000000.0,13260000000.0,3.37,2057000000.0,NEE
2025-03-31,,833000000.0,2256000000.0,,194264000000.0,49812000000.0,12648000000.0,22861000000.0,2419000000.0,2769000000.0,0.4,2059000000.0,NEE
2025-06-30,,2028000000.0,1911000000.0,,198830000000.0,50797000000.0,12493000000.0,23047000000.0,1728000000.0,5958000000.0,0.98,2059000000.0,NEE
2025-09-30,,5300000000.0,6694000000.0,,204354000000.0,54181000000.0,12671000000.0,22911000000.0,2391000000.0,9986000000.0,2.57,2083000000.0,NEE
2025-12-31,,6835000000.0,8280000000.0,,212721000000.0,54608000000.0,13584000000.0,22817000000.0,2812000000.0,12485000000.0,3.3,2083000000.0,NEE
2021-03-31,,559000000.0,743000000.0,,41063000000.0,23127000000.0,8364000000.0,3480000000.0,5518000000.0,841000000.0,0.7,,NEM
2021-06-30,,650000000.0,943000000.0,,40677000000.0,23239000000.0,7445000000.0,2787000000.0,4583000000.0,1836000000.0,1.51,,NEM
2021-09-30,,1212000000.0,-71000000.0,,39865000000.0,22712000000.0,7472000000.0,2799000000.0,4636000000.0,2980000000.0,0.0,,NEM
2021-12-31,,1166000000.0,1108000000.0,,40564000000.0,22022000000.0,7696000000.0,2654000000.0,4992000000.0,4279000000.0,1.46,792000000.0,NEM
2022-03-31,,448000000.0,628000000.0,,39913000000.0,21449000000.0,7059000000.0,2417000000.0,4272000000.0,694000000.0,0.56,,NEM
2022-06-30,,835000000.0,1036000000.0,,39690000000.0,21421000000.0,6907000000.0,2451000000.0,4307000000.0,1737000000.0,1.05,,NEM
2022-09-30,,213000000.0,296000000.0,,39143000000.0,21219000000.0,6320000000.0,2324000000.0,3058000000.0,2210000000.0,1.32,,NEM
2022-12-31,,-429000000.0,-51000000.0,,38482000000.0,19354000000.0,6515000000.0,2926000000.0,2877000000.0,3220000000.0,-0.54,793000000.0,NEM
2023-03-31,,351000000.0,539000000.0,,38374000000.0,19377000000.0,6559000000.0,2752000000.0,2657000000.0,481000000.0,0.44,,NEM
2023-06-30,,155000000.0,839000000.0,,38133000000.0,19225000000.0,6134000000.0,2693000000.0,2829000000.0,1144000000.0,0.19,,NEM
