WeekEndingFriday,symbol,revenue,netIncome,operatingIncome,ebitda,totalStockholdersEquity,totalAssets,totalDebt,totalCurrentAssets,totalCurrentLiabilities,sm-revenue,sm-netIncome,sm-operatingIncome,sm-ebitda,sm-totalStockholdersEquity,sm-totalAssets,sm-totalDebt,sm-totalCurrentAssets,sm-totalCurrentLiabilities
2024-06-14,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,49208609988.31472,4673197211.509827,5722042930.519279,11692257663.37941,159593622605.17126,260847028233.7949,22798502968.85463,39633747720.882706,33878567837.961773
2024-06-21,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,49411834768.98022,4540475379.121894,5654759214.5613985,11505168056.936462,159416195767.47684,260740771443.6565,22977640505.78764,39506867025.14959,33952790283.602898
2024-06-28,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0
2024-07-05,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49689128847.61287,4359893112.439284,5529632993.292871,11186226367.002037,159045474528.95386,260558998043.7098,23418631405.659534,39220314846.77119,34101864325.52845
2024-07-12,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49759739840.57392,4315696330.52613,5473531259.620936,11062259563.645582,158853269073.45715,260483327736.64682,23675740588.108486,39064500996.8702,34179023717.018845
2024-07-19,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49790475348.26733,4296806162.294729,5421069203.845899,10960746878.45139,158655585975.8552,260413370745.91617,23947822390.482693,38906128189.22152,34260361910.915573
2024-07-26,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49785977740.07728,4298619115.77928,5371621230.829463,10880335599.940212,158451627578.4932,260345508738.62286,24227371655.91801,38749766162.74963,34347762643.66305
2024-08-02,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49750889385.38794,4316531699.013973,5324561745.433336,10819673016.632807,158240596223.71643,260276123381.872,24506883227.550278,38599984656.37904,34443109651.70566
2024-08-09,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49689852653.58349,4345940420.033005,5279265152.51922,10777406417.04993,158021694253.87012,260201596342.76865,24778851948.515343,38461353409.03425,34548286671.48784
2024-08-16,CVX,49574000000.0,4434000000.0,5590000000.0,11334000000.0,159233000000.0,260644000000.0,23184000000.0,39369000000.0,34027000000.0,49607509914.048096,4382241786.870569,5235105856.948824,10752183089.712334,157794124011.29953,260118309288.41782,25035772661.949043,38338442159.639725,34665177439.45395
